Codigo_PRTR,index,Nombre_del_complejo,Cantidad_total_atmosfera,Empresa_matriz,Municipio,Provincia,Longitud,Latitud,CNAE_2009,Actividad económica principal
7227,439,HERNANDEZ VIADEL S.L. ,31.194,HERNANDEZ VIADEL S.L.,Landete,Cuenca,-1.3864,39.7209,Avicultura,
1348,440,GRANJA FELIP ,31.124,"FELBET RAMADERA, SL",Bell-lloc d'Urgell,Lleida,0.774566,41.613605,Explotación de ganado porcino,
7359,441,"AGROPECUARIA LOS GIRASOLES, S.L. ",31.102,"AGROPECUARIA LOS GIRASOLES, S. L.","Pueblanueva, LA",Toledo,-4.642,39.9209,Explotación de ganado porcino,
2356,442,FINCA BUENA CRISTIANA ,31,"GRANJA LOS ALCORES, S.L.",Carmona,Sevilla,-5.690411,37.477761,Explotación de ganado porcino,
1294,443,GRANJA PLA DE GODALL ,30.945,SAT NUM 4205 GRANJA GODALL,Olius,Lleida,1.524649,41.961864,Explotación de ganado porcino,
8525,444,"GANADOS ELÍAS, S.L. ",30.9,"GANADOS ELÍAS, S.L.",Carmona,Sevilla,-5.713,37.421,Explotación de ganado porcino,
1248,445,GRANJA EL PIQUILLO ,30.9,"PIENSOS JIMÉNEZ, S.L.",Javalquinto,Jaén,-3.806714,37.964508,Explotación de ganado porcino,
2594,446,VEENHANDEL EN INVESTERINGEN PENINSULA IBERICA REQUENA SLU ,30.811,VEENHANDEL EN INVESTERINGEN PENINSULA IBERICA REQUENA SLU,Requena,Valencia,-1.279232,39.339367,Explotación de ganado porcino,
3324,447,GRANJA MATGES DOLCET (0230EC) ,30.806,"MATGES DOLCET, SL",Alcarrás,Lleida,0.47428,41.623607,Explotación de ganado porcino,
9490,448,GRANJA SANT JAUME ,30.8,"AGROPECUARIA ALSINA, S.C.P.",Piera,Barcelona,1.74358,41.48459,Avicultura,
9462,449,GRANJA CIVIT ,30.8,CARLES CIVIT CAMPABADAL,Oliola,Lleida,1.22279,41.905163,Avicultura,
6473,450,GRANJA SENTIS DRUDIS (POLLASTRES) ,30.8,CARMEN SENTIS DRUDIS,Llardecans,Lleida,0.566665,41.375004,Avicultura,
4312,451,"LA MORA, C.B. ",30.8,LA MORA,Aldealafuenye,Soria,-2.339486,41.668414,Explotación de ganado porcino,
2457,452,GRANJA GERMANS MASIP ,30.8,"GRANJA GERMANS MASIP, SCP",Cabacés,Tarragona,0.729454,41.248567,Avicultura,
7889,453,MIKEL ARIAS GARCIA ,30.7,MIKEL ARIAS GARCIA,Carrizo,León,-5.868756,42.5661,Explotación de ganado porcino,
1376,454,GRANJA LA FARRERA C.B. ,30.672,TRINITAT MINGUELL PONS-JOAN TRULL BALLES,Granyanela,Lleida,1.2362,41.674599,Explotación de ganado porcino,
8299,455,PORCINOS CUERVA S.L. ,30.632,PORCINOS CUERVA S.L.,Cuerva,Toledo,-4.2401,39.4774,Explotación de ganado porcino,
6134,456,ANGEL LUIS MARTIN MIÑAMBRES (FINCA VALVERDE) ,30.6,ANGEL LUIS MARTIN MIÑANBRES,Barbadillo,Salamanca,-5.819322,40.884022,Explotación de ganado porcino,
9480,457,MOLÍ D´ENFESTA ,30.58,"CANALS DE CASTELLFOLLIT, S.L.","Molsosa, La",Lleida,1.470835,41.778784,Explotación de ganado porcino,
9079,458,GRANJA MOLINE FRUITS ,30.524,"CHARLES MOLINE FRUITS, S.L.",Alcarrás,Lleida,0.526824,41.606396,Explotación de ganado porcino,
1406,459,GRANJA ARTIGUES (ISONA I CONCA DELLA) ,30.52,"J. ARTIGUES BASTUS - J. ARTIGUES VIGO, S.C.P.",Isona,Lleida,0.999916,42.121589,Avicultura,
9237,460,"IBERICOGEN, S.L. ",30.5,"IBERICOGEN, S.L.",San Muñoz,Salamanca,-6.119031,40.810078,Explotación de ganado porcino,
6267,461,LAGUNILLA SA ,30.4,LAGUNILLA,Fuentemilanos,Segovia,-4.300556,40.867222,Explotación de ganado porcino,
4220,462,CENTEPORC C.B.:4220 BERNUY DE COCA ,30.4,CENTEPORC C.B.,Santiuste de San Juan Bautista,Segovia,-4.612222,41.155,Explotación de ganado porcino,
8052,463,"AGROPECUARIAS DEL GUADAZAÓN, S.L. ",30.367,"AGROPECUARIA DEL GUADAZAÓN, S.L.",Reillo,Cuenca,-1.8929,39.87,Explotación de ganado porcino,
9942,464,SAT NÚM.2025 SALES ,30.365,"PUIGPI 2025, SL",Artesa de Segre,Lleida,1.072808,41.883867,Explotación de ganado porcino,
497,465,GRANJA EL MUJAL - RBS ,30.305,"RBS, S.L.",Navás,Barcelona,1.841905,41.890508,Explotación de ganado porcino,
8259,466,"VISTALEGRE INDUSTRIAS PORCINAS, S.L ",30.3,VISTALEGRE INDUSTRIAS PORCINAS S.L,Villoruela,Salamanca,-5.411944,41.019167,Explotación de ganado porcino,
9272,467,ES222030000851-GALLINAS - SALILLAS) ,30.24,INTEROVO CALLEN,Salillas,Huesca,-0.161761,41.969662,Avicultura,
6369,468,GRANJA REUS ,30.225,"ROVOSPA, S.L.",Agramunt,Lleida,1.174015,41.197627,Explotación de ganado porcino,
9442,469,EXPLOTACIÓN GANADERA AVÍCOLA Y AGRÍCOLA ,30.2,"PAQUITO ELOY, S.L",Lepe,Huelva,-7.231,37.366,Avicultura,
5066,470,GRANJA ENCINAREJO ,30.2,"NATURAL AVES, S.L.",Ubeda,Jaén,-3.416533,38.01316,Avicultura,
2756,471,AGROPECUARIA COLOBAR S.L. ,30.2,AGROPECUARIA COLOBAR,Fuente Encalada,Zamora,-5.991878,42.127222,Explotación de ganado porcino,
6684,472,HERMANOS DE PABLO ARRIBAS - LANGA DE DUERO ,30.1,"HERMANOS DE PABLO ARRIBAS, S.L.",Langa de Duero,Soria,-3.432884,41.618587,Explotación de ganado porcino,
8305,473,MIGUEL ÁNGEL LOPEZ SERRANO ,30.05,MIGUEL ÁNGEL LÓPEZ SERRANO,Quero,Toledo,-3.2327,39.5222,Explotación de ganado porcino,
3623,474,MASIA PUJOL ,30.033,"LAS CASSASAS, SA",Foradada,Lleida,1.034931,41.891672,Explotación de ganado porcino,
9174,475,CAL VISÓ ,30.014,"CAL VISÓ, S.L.",Puig-Reig,Barcelona,1.846966,42.001751,Explotación de ganado porcino,
9287,476,JUMAPORC -CENTRO 2 ,30,PRODUCCIONES JUMAPORC SL,Albelda,Huesca,0.525511,41.856837,Explotación de ganado porcino,
499,477,"AVÍCOLA SÚRIA, S.L. ",29.996,"AVÍCOLA SURIA, SL",Súria,Barcelona,1.770806,41.839423,Avicultura,
1756,478,"AGROPECUARIA EL ESCOBAR, S.A. ",29.994,"AGROPECUARIA EL ESCOBAR, S.A.",Fuente Alamo de Murcia,Murcia,-1.232615,37.779331,Explotación de ganado porcino,
9162,479,JAUME ROURE RAVENTÓS ,29.982,SANTIAGO ROURE LOZANO,Lleida,Lleida,0.540538,41.652504,Explotación de ganado porcino,
8084,480,"IBÉRICOS DE ARAUZO, S.L (EL SEVINO) ",29.9,"IBERICOS DE ARAUZO 2004, S.L",Zorita de la Frontera,Salamanca,-5.170911,41.006075,Explotación de ganado porcino,
8080,481,IBÉRICOS DE ARAUZO S.L (LOS MOROS) ,29.9,"IBERICOS DE ARAUZO 2004, S.L",Zorita de la Frontera,Salamanca,-5.219867,41.004975,Explotación de ganado porcino,
7701,482,GRANJA HIJOS DE ATILANO SAMPEDRO ,29.9,"HIJOS DE ATILANO SAMPEDRO, S.L",San Miguel del Pino,Valladolid,-4.905331,41.510833,Avicultura,
5586,483,"RECRÍA DE GANADO TESTADO, S.L. (REGATES) AAI-TO-152 ",29.862,"RECRÍA DE GANADO TESTADO, S.L. (REGATES)",Camarenilla,Toledo,-4.0911,40.0207,Explotación de ganado porcino,
4219,484,EL PILAR III S.L. (MOZONCILLO) ,29.8,"GRANJA NUESTRA SEÑORA DEL PILAR, S.L.",Mozoncillo,Segovia,-4.219089,41.125919,Explotación de ganado porcino,
7239,485,PATRIPOR S.L. ,29.748,PATRIPOR S.L.,Talavera de la Reina,Toledo,-4.8814,39.7891,Explotación de ganado porcino,
9470,486,GANADERA VERO ,29.714,ALFREDO VERO ESPUNY,Masdenverge,Tarragona,0.524051,40.687447,Explotación de ganado porcino,
9937,487,FERRER ,29.708,"AVÍCOLA FERRER PUJOL, SL",Vilalba dels Arcs,Tarragona,0.417219,41.120107,Avicultura,
5024,488,"PAQUITO ELOY, S.L ",29.7,"CITROPLANT, S.L.",San Silvestre de Guzman,Huelva,-7.330374,37.373637,Avicultura,
3573,489,FINCA CAÑADA DE RONQUERA ,29.7,"JUAN ZAMBRANO, S.L.",Carmona,Sevilla,-5.713071,37.420581,Avicultura,
7212,490,EXPLOTACIONES ROBLEDO S.L. - GRANJA EL CALERO ,29.657,EXPLOTACIONES ROBLEDO S.L.,Pepino,Toledo,-4.7645,40.0285,Explotación de ganado porcino,
6433,491,GRANJA CUENCA ,29.648,RAMADERIES CUENCA SCP,Bell-lloc d'Urgell,Lleida,0.766817,41.612104,Explotación de ganado porcino,
1317,492,TRESANCHEZ ,29.6,"TRESANCHEZ, SC",Soses,Lleida,0.484275,41.552499,Avicultura,
2067,493,GRANJA PASCUAL ,29.534,JORDI SANGRA RICART,Cubells,Lleida,0.970941,41.825797,Explotación de ganado porcino,
7261,494,"EXPLOTACIÓN PORCINA INTEGRAL, S.A. ",29.531,"EXPLOTACIÓN PORCINA INTEGRAL, S.A.",Tresjuncos,Cuenca,-2.7067,39.6765,Explotación de ganado porcino,
6327,495,CEBADERO LA CAPELLANÍA ,29.5,"AGASUR, S.L.",Ecija,Sevilla,-5.014087,37.660869,Explotación de ganado porcino,
4386,496,TOPIGS NORSVIN ESPAÑA-VILLADIEGO ,29.5,"TOPIGS NORSVIN ESPAÑA, S.L.",Villadiego ,Burgos,-4.071939,42.550078,Explotación de ganado porcino,
2351,497,GRANJA LA CAPELLANÍA ,29.5,"AGASUR, S.L.",Ecija,Sevilla,-5.016024,37.681762,Explotación de ganado porcino,
416,498,EL BACH ,29.49,"GRANGES TERRAGRISA, S.L.U.",Oristá,Barcelona,2.081902,41.95257,Explotación de ganado porcino,
2218,499,GRANJA VALL DE SILS ,29.394,IGRAMSA SL,Foradada,Lleida,1.007767,41.846192,Explotación de ganado porcino,
1375,500,GRANJA ELS PLANASSOS ,29.394,"GRANJA ALTISENT, S.C.P.",Belianes,Lleida,1.012715,41.568886,Explotación de ganado porcino,
2095,501,GRANJA VILASECA ,29.32,JOSEP MIQUEL GILABERT,"Molsosa, La",Lleida,1.554743,41.785931,Explotación de ganado porcino,
7891,502,SOCIEDAD COOPERATIVA LOS GRANDES ,29.3,SOCIEDAD COOPERATIVA LOS GRANDES,Villoria,Salamanca,-5.368333,41.016667,Explotación de ganado porcino,
1405,503,GRANJA SEROS 10 ,29.278,"LERIDANA DE PIENSOS, S.A",Seros ,Lleida,0.424374,41.435804,Explotación de ganado porcino,
6495,504,CAN CAMANSI ,29.245,"AGROPECUARIA CAMANSI, SL",Sant Climent Sescebes,Girona,2.964023,42.355343,Explotación de ganado porcino,
7318,505,"ISIDORO GÓMEZ E HIJOS, S.L. ",29.204,"ISIDORO GÓMEZ E HIJOS, S.L.",Portillo de Toledo,Toledo,-4.2303,40.078,Explotación de ganado porcino,
10015,506,JUAN DIEGO PARRA PARRA ,29.2,JUAN DIEGO PARRA PARRA,Zurgena,Almeria,-2.010739,37.404868,Explotación de ganado porcino,
4202,507,"COMERCIAL PECUARIA SEGOVIANA, S.L. HORNILLOS DE ERESMA ",29.2,COMERCIAL PECUARIOA SEGOVIANA S.L,Hornillos de Eresma,Valladolid,-4.735167,41.385022,Explotación de ganado porcino,
4867,508,GRANJA SENSUI ,29.114,"GESTIO AGRICOLA I RAMADERA DEL PALLARS, S.L.",Salàs de Pallars,Lleida,0.929262,42.23412,Explotación de ganado porcino,
9025,509,VISTALEGRE INDUSTRIAS PORCINAS S.L.-SAN NICOLAS ,29.1,VISTALEGRE INDUSTRIAS PORCINAS S.L,Viloruela,Salamanca,-5.424617,41.012953,Explotación de ganado porcino,
7892,510,CALABOZO FERNANDEZ ,29.1,CALABOZO FERNANDEZ S.L.,Uña de Quintana,Zamora,-6.162181,42.084033,Explotación de ganado porcino,
8392,511,GRANJA SAPERA ,29.075,SAPERA-MIQUEL SL,Aguilar de Segarra,Barcelona,1.586803,41.735939,Explotación de ganado porcino,
2198,512,MAS VIVES ,29.068,"VIVES SUÑER, S.L.",Forallac,Girona,3.066023,41.978423,Explotación de ganado porcino,
7676,513,"LLANO GORDO, EUTIMIO ROMERO ",29,EUTIMIO ROMERO JIMÉNEZ,Ribarroya,Soria,-2.360994,41.632575,Explotación de ganado porcino,
2289,514,LES PLANES ,28.998,JOSEP MARIA CAPDEVILA PALAU,"Borges Blanques, Les",Lleida,0.891018,41.531142,Explotación de ganado porcino,
7970,515,"BELENSAEZ, C.B. ",28.979,"BELENSAEZ, C.B.",Fuentealbilla,Albacete,-1.5478,39.0919,Avicultura,
8429,516,GRANJA L´ESTANQUERA ,28.934,S.A.T. LA BRUGUERA 5197 CAT,Castellfollit de Riubregós,Barcelona,1.457822,41.790615,Explotación de ganado porcino,
8676,517,MANJOSIL CABEZUELA PARCELA 217 ,28.9,"MANJOSIL CABEZUELA, S.L",Cabezuela,Segovia,-3.894247,41.223519,Explotación de ganado porcino,
4410,518,S.A.T. LAS PARRAS Nº 1446 ,28.9,S.A.T LAS PARRAS Nº 1446,Coscurita,Soria,-2.513611,41.447222,Explotación de ganado porcino,
1473,519,GRANJA LA CERCA ,28.9,"INDUSTRIA AVÍCOLA SUREÑA, S.L.",Torreperogil,Jaén,-3.308434,38.023651,Avicultura,
7209,520,GRANJA AGUDO S.L. CENTRO CAMARENA ,28.792,"GRANJA AGUDO, S.L.",Camarena,Toledo,-4.0898,40.094,Explotación de ganado porcino,
2552,521,"CAMAR AGROALIMENTARIA, S.L. ",28.728,CAMAR AGROALIMENTARIA S.L,Cedillo del Condado,Toledo,-3.9321,40.0762,Avicultura,
9083,522,GRANJA MAS ,28.691,ALBERT MAS SOLDEVILA,Vallfogona de Balaguer,Lleida,0.824489,41.729858,Explotación de ganado porcino,
8290,523,GANADOS LAJARA S.L. ,28.637,GANADOS LAJARA S.L.,Montealegre del Castillo,Albacete,-1.32704,38.788849,Explotación de ganado porcino,
9813,524,"PARAJE LOS RETAMALES (EXP. AGR. LOS NONOS, S.L.) ",28.6,"AGRÍCOLA LOS NONOS, S.L.",La Roda de Andalucía,Sevilla,-4.765,37.21,Avicultura,
8219,525,ARRIBAS MATEO C.B (ANTES ROMÁN ARRIBAS RODRÍGUEZ) ,28.6,ARRIBAS MATEO C.B,Languilla ,Segovia,-4.413333,41.434444,Explotación de ganado porcino,
7853,526,GRANXA DE CEBA DE PORCOS ,28.6,"JOS? CID Y OTROS, C.B",Serraus,Ourense,-7.640691,42.121822,Explotación de ganado porcino,
6602,527,AGROPECUARIA SILVIO A. SL.-QUEMADA ,28.5,AGROPECUARIA SILVIO A. S.L.,Quemada,Burgos,-3.557375,41.719722,Explotación de ganado porcino,
5165,528,GRANJA CAÑADA DEL JOROBADO ,28.5,"SOTO ESPINOSA DE LOS MONTEROS Y CANO, S.C.",Bollullos Par del Condado,Huelva,-6.535826,37.355995,Explotación de ganado porcino,
1743,529,EL RINCÓN ,28.451,"DALLAND HYBRID ESPAÑA, S.A",Fortuna,Murcia,-1.087266,38.126455,Explotación de ganado porcino,
2047,530,GRANJA COLLELL ,28.436,"GRANJA COLLELL, S.C.P.","Masies de Voltregà, Les",Barcelona,2.223199,42.045568,Explotación de ganado porcino,
7920,531,EUROESPA S.L. ,28.3,"DESARROLLOS INDUSTRIALES Y DE INVESTIGACIÓN, EUROESPA, S.L.",Villaveza del Agua,Zamora,-5.675097,41.895453,Explotación de ganado porcino,
7060,532,CARNICAS SORIANO S.L. ,28.266,CARNICAS SORIANO,Grevillent,Alicante,-0.830531,38.198991,Explotación de ganado porcino,
9163,533,GRANJA LES FARRERAS ,28.26,"FARRERAS BARCELO, AGNES",Manrresa,Barcelona,1.796358,41.713567,Explotación de ganado porcino,
1335,534,GRANJA CASSANYE ,28.26,"GESCASER, S.A.",Almacelles,Lleida,0.468649,41.742811,Explotación de ganado porcino,
9499,535,CAL ROMANO SCP ,28.244,CAL ROMANO SCP,"Avellanes i Santa Linya, Les",Lleida,0.704445,41.912124,Explotación de ganado porcino,
8893,536,JOAN RAMON SANGRA FARRE ,28.244,JUAN RAMON SANGRA FARRE,Vila-Sana,Lleida,0.937786,41.664528,Explotación de ganado porcino,
8011,537,GARCÍA CROSANTO CB ,28.244,GARCIA CROSANTO,Useras,Castellón,-0.161236,40.153322,Explotación de ganado porcino,
6202,538,EXPLOTACION PORCINA DE VENTA DE LECHONES EN TIPO CAMPING - FRANCES (PEREJILES) ,28.243,"EXPLOTACIONES FRANCES, S.L.",Lorca,Murcia,-1.893923,37.780405,Explotación de ganado porcino,
5584,539,"DIONISIA RODRÍGUEZ, C.B. ",28.237,"DIONISIA RODRÍGUEZ, C.B.",Consuegra,Toledo,-3.61,39.47,Explotación de ganado porcino,
7350,540,CÁRNICAS VILLACUENCA S.A. ,28.198,CÁRNICAS VILLACUENCA S.A.,Reíllo,Cuenca,-1.856,39.7121,Explotación de ganado porcino,
6370,541,CAL MESTRE ,28.177,"A.D.E. RAMADERS, SL",Gaiá,Barcelona,1.88948,41.930831,Explotación de ganado porcino,
3192,542,GRANJA MIRALCAMP ,28.161,"PORCOSCA, S.L.",Arbeca,Lleida,0.900185,41.581205,Explotación de ganado porcino,
7967,543,GRANJA COMAS - LA PALLISSA ,28.116,COMAS ANYE SCP,"Prats de Rei, Els",Barcelona,1.548537,41.714252,Explotación de ganado porcino,
3309,544,GRANJA SOLÉ ,28.116,"SOLE BARO, S.C.P.",Bellcaire d'Urgell,Lleida,0.912544,41.745546,Explotación de ganado porcino,
9929,545,GRANJA SERMAFARM ,28.103,"SERMAFARM, CB",Agramunt,Lleida,1.049739,41.777647,Explotación de ganado porcino,
6312,546,EL CONEJAR ,28.1,INMACULADA GÓMEZ CASTAÑO,Valdelosa,Salamanca,-5.733264,41.170192,Explotación de ganado porcino,
5233,547,GREGORIO JIMÉNEZ GRANADOS ,28.1,GREGORIO JIMÉNEZ GRANADOS,Albox,Almeria,-2.1232,37.531156,Explotación de ganado porcino,
1746,548,"S.A.T. Nº 9257 ""PROGRAPOR"" ",28.1,"S.A.T. Nº 9257 ""PROGRAPOR""",Pulpi,Almeria,-1.749934,37.40061,Explotación de ganado porcino,
5667,549,GRANJA PIENSOS DEL SEGRE ,28.095,"PIENSOS DEL SEGRE, S.A.","Portella, la",Lleida,0.657429,41.716197,Explotación de ganado porcino,
9963,550,AGROLERIDA POLLOS ,28,"AGROLERIDA, S.L.",Alcarrás,Lleida,0.484087,41.621724,Avicultura,
9259,551,GRANJAS DE GALLINAS PONEDORAS DE 80000 PLAZAS ,28,SALVADOR PAVÓN SANTOS,Coín,Malaga,-4.749,36.701,Avicultura,
8913,552,GRANJA CAL RIERA ,27.988,JOAN SEGURA ANGUERA,Sant Guim de Freixenet,Lleida,1.390267,41.64591,Explotación de ganado porcino,
1394,553,GRANJA MARSOL ,27.939,"AVÍCOLA PLA DE L´OLIVA , S.L.","Baronia de Rialb, La",Lleida,1.188873,41.95857,Avicultura,
9103,554,GRANJA JAVIER ALEGRE MARTINEZ ,27.931,JAVIER ALEGRE MARTINEZ,Gimenells i el Pla de la Font,Lleida,0.36211,41.670303,Explotación de ganado porcino,
2099,555,GRANJA CALABUIG (TRUGES) ,27.931,"CALABUIG AGROPECUARIA, S.L.",Montmajor,Barcelona,1.727372,41.955627,Explotación de ganado porcino,
1408,556,GRANJA CISTELLER ,27.931,"NARTAL PONENT, SA",Solsona,Lleida,1.545461,41.983231,Explotación de ganado porcino,
2421,557,ES220250000072-CERDOS-ALTORRICÓN ,27.92,"TRACK LANE, SL.",Altorricón,Huesca,0.371077,41.764836,Explotación de ganado porcino,
6758,558,HERMANOS LABAJOS PORTELA ,27.9,"HERMANOS LABAJOS PORTELA, S.L.",Adanero,Avila,-4.59074,40.928364,Explotación de ganado porcino,
3338,559,GRANJA ROS ,27.869,"ROS MAS, TERESA",Verdú,Lleida,1.120391,41.61296,Explotación de ganado porcino,
4181,560,SONLLEVA XXI (MONTEMAYOR DE PILILLA) ANTES INVERSIONES PORCINAS S.A. ,27.8,"SONLLEVA XXI, S.L.",Montemayor de Pililla,Valladolid,-4.409758,41.497303,Explotación de ganado porcino,
9144,561,RAMADERIA TORPOL ,27.797,JAUME POLLINA POCALLET,Bellpuig,Lleida,0.99077,41.603656,Explotación de ganado porcino,
9076,562,JOSEP COLL REIG ,27.797,JOSEP COLL REIG,Ivars d'Urgell,Lleida,0.977821,41.670913,Explotación de ganado porcino,
8884,563,RAMON SOLSONA CAPELL ,27.701,LORENZO SOLSONA PEIRO,Torregrosa,Lleida,0.843859,41.582945,Explotación de ganado porcino,
7675,564,GRUCA MURO SLU ,27.7,GRUCA MURO SLU,Olvega,Soria,-1.994444,41.808889,Explotación de ganado porcino,
2432,565,GRANJAS MESTRE ,27.664,JOSE RAMON MESTRE EJARQUE,Tortosa,Tarragona,0.543812,40.790726,Avicultura,
8926,566,GRAGES TERRAGRISA - NUM. 1 - 3/ 257 ,27.605,"GRANGES TERRAGRISA, S.L.U.",Oliola,Lleida,1.126151,41.82023,Explotación de ganado porcino,
9930,567,GRANJA BONAVENTURA CAPELL ,27.477,ANTONIO PUIG CAPELL,Puigverd de Lleida,Lleida,0.727641,41.552084,Explotación de ganado porcino,
828,568,GRANJA GANASA ,27.477,"GANADERA DEL AMPURDAN, S.A.",Torroella de Fluvià,Girona,3.039054,42.187021,Explotación de ganado porcino,
8927,569,GRANGES TERRAGRISA NUCLI 3-5/027 ,27.413,"GRANGES TERRAGRISA, S.L.U.",Oliola,Lleida,1.147566,41.820758,Explotación de ganado porcino,
8925,570,GRANGES TERRAGRISSA NUCLI 2-3/254 ,27.413,"GRANGES TERRAGRISA, S.L.U.",Oliola,Lleida,1.132364,41.830148,Explotación de ganado porcino,
8881,571,GRANJA TIESO ,27.413,ANTONIO PIÑEIRO MOLINA,Torregrosa,Lleida,0.829034,41.598319,Explotación de ganado porcino,
9019,572,"AGROPECUARIA SIETEIGLESIAS, S. L.-AVES ",27.4,"AGROPECUARIA SIETEIGLESIAS, S. L.",Matapozuelos,Valladolid,-4.772258,41.431408,Avicultura,
7980,573,PORCIPORK S.L. ,27.346,PORCIPORK S.L.,Garavalla,Cuenca,-1.376468,39.814406,Explotación de ganado porcino,
8304,574,PILAR RIVAS BOTELLA ,27.319,PILAR RIVAS BOTELLA,Socovos,Albacete,-1.8679,38.3236,Explotación de ganado porcino,
5603,575,"IBERICOS JIMENA 2013,S.L. ",27.319,"MULTI VELGO, S.L.",Recas,Toledo,-3.991,40.0648,Explotación de ganado porcino,
6190,576,"EXPLOTACION PORCINA DE CEBO, LAS BARRACAS ",27.318,ISABEL RUZAFA SÁNCHEZ,Lorca,Murcia,-1.89504,37.843379,Explotación de ganado porcino,
8229,577,MARIO ANTÓN REGIDOR ,27.3,MARIO ANTÓN REGIDOR,Velamazán,Soria,-2.687569,41.461917,Explotación de ganado porcino,
7861,578,FRANCISCO JAVIER RODRÍGUEZ CARBALLO - ESPINOSA DE CERRATO ,27.3,FRANCISCO JAVIER RODRÍGUEZ CARBALLO,Espinosa de Cerrato,Palencia,-3.931972,41.974533,Explotación de ganado porcino,
6361,579,CORTIJO SANTA CATALINA ,27.3,"SALVATER 94, S.L.",Chimeneas,Granada,-3.762632,37.130938,Explotación de ganado porcino,
6345,580,LAS VILLAS ,27.2,HERMATER 99 S.L.,Chimeneas,Granada,-3.863762,37.133849,Explotación de ganado porcino,
8177,581,VEREDA SAN MARCOS ,27.178,VEREDA SAN MARCOS,Utiel,Valencia,-1.216063,39.642973,Explotación de ganado porcino,
9771,582,INSTALACION DE GRANJA PORCINA ,27.114,"CASA LA PERALEJA, S.C. DE C.L.M",Iniesta,Cuenca,-1.74556,39.4897,Explotación de ganado porcino,
5357,583,EXPLOTACION PORCINA CORDILLERA ,27.114,"JUAN JIMENEZ GARCIA, S.A.",Lorca,Murcia,-1.69421,37.67618,Explotación de ganado porcino,
4400,584,AGROPECUARIA COCA DE AREVALO ,27.1,AGROPECUARIA COCA S.L.,Arévalo,Avila,-4.746051,41.052172,Explotación de ganado porcino,
7789,585,GRANJA CASTELLO ,27.091,JO.MA RAMADERS 78 SL,"Masies de Voltregà, Les",Barcelona,2.194491,42.036949,Explotación de ganado porcino,
3156,586,MAS PINELL ,27.042,"MAS PINELL, SCCL","Borges Blanques, Les",Lleida,0.81091,41.534418,Explotación de ganado porcino,
2053,587,GRANGES PERE VILA ,27.014,CAL PERE VILA SL,Cristá,Barcelona,2.033889,41.952176,Explotación de ganado porcino,
6319,588,VALDEROBIA S.L. ,26.9,VALDEROBIA,Valdegueña,Soria,-2.165664,41.807644,Explotación de ganado porcino,
8860,589,GRANJA LLUCITANA ,26.838,"MARJOGEN, SL",Santa Maria de Merlès,Barcelona,1.997596,42.020727,Explotación de ganado porcino,
7958,590,GRANJA SOLANS ,26.838,"REGUE 58, S.C.P.",Agramunt,Lleida,1.074286,41.800063,Explotación de ganado porcino,
3625,591,GRANJA SOLA ,26.838,"AGROPECUARIA SOLBA, SAT 620 CAT",Isona,Lleida,1.028259,42.119423,Explotación de ganado porcino,
8020,592,"GRANJA DE GANADO PORCINO DE CEBO, LOS POLONIOS ",26.837,LOS POLONIOS S.L.,Lorca,Murcia,-1.6917,37.6725,Explotación de ganado porcino,
4192,593,AGROFRESNOS S.L. ,26.8,AGROFRESNOS S.L.,Sanchidrian,Avila,-4.601708,40.901292,Explotación de ganado porcino,
5668,594,GRANJA TOSSALET ,26.797,"AGRORAMADERA TOSSALET, S.L.",Ponts,Lleida,1.159511,41.913929,Explotación de ganado porcino,
8621,595,GRANJA L´HEREU ,26.757,JOSEP MARIA PUIGPINÓS MARSOL,"Baronia de Rialb, La",Lleida,1.17867,41.996954,Explotación de ganado porcino,
5631,596,JULIAN MORALEDA RODRÍGUEZ ,26.72,JULIAN MORALEDA RODRÍGUEZ,Consuegra,Toledo,-3.6686,39.2395,Avicultura,
5637,597,INDUSTRIAS AVÍCOLAS HERPOGA S.L. ,26.716,"INDUSTRIAS AVÍCOLAS HERPOGA, S.L.","Acebron, El",Cuenca,-2.9847,39.9093,Avicultura,
5044,598,"EXPLOTACIÓN GANADERA SECOR, S.L. ",26.7,"EXPLOTACIÓN GANADERA SECOR, S.L.",Somontin,Almeria,-2.3844,37.371887,Explotación de ganado porcino,
4217,599,GUSTAVO MURIEL ORTEGA-FOMPEDRAZA (ANTES GRANJA MARTÍN BAYÓN) ,26.7,GUSTAVO MURIEL ORTEGA,Fompedraza,Valladolid,-4.166836,41.509928,Explotación de ganado porcino,
1285,600,S.A.T. OLIOLA ,26.617,"SAT OLIOLA, S.L",Oliola,Lleida,1.178277,41.877709,Explotación de ganado porcino,
7680,601,AGROCINEGETICA PERDICES ALTUBE S.A. (IGLESIAS) ,26.6,"AGROCINEGÉTICA PERDICES ALTUBE, S.A.",Iglesias,Burgos,-3.970722,42.305961,Avicultura,
6338,602,DIEGO GARCÍA PARRA ,26.6,DIEGO GARCÍA PARRA,Huercal,Almeria,-1.858849,37.394447,Explotación de ganado porcino,
4258,603,"LUÍS DOMINGO HERNÁNDEZ E HIJOS, S.L (ANTES EXPLOTACION PORCINA LA CHANETA S.A.) ",26.6,"LUÍS DOMINGO HERNÁNDEZ E HIJOS, S.L",Ejeme,Salamanca,-5.535794,40.749947,Explotación de ganado porcino,
