Codigo_PRTR,index,Nombre_del_complejo,Cantidad_total_atmosfera,Empresa_matriz,Municipio,Provincia,Longitud,Latitud,CNAE_2009,Actividad económica principal
9680,1,LAUREANA MARTIN ,377.794,"POLLOS CANO, S.L.",Salvatierra de los Barros,Badajoz,-6.385402,38.29922,Avicultura,"EXPLOTACIÓN AVICOLA, CRÍA Y ENGORDE DE POLLOS"
2166,2,PRODUCCIONES AVÍCOLAS EL GRANJERO S.L. ,227,PRODUCCIONES AVÍCOLAS EL GRANJERO,San Cristóbal de Cuéllar,Segovia,-4.377961,41.429583,Avicultura,CRÍA INTENSIVA DE AVES
1719,3,"GRANJA MADAX CEBO Nº1, 2, 3, 4 Y LECHONERAS ",334.83,"CEFU, S.A.",Hellín,Albacete,-1.5411,38.4533,Explotación de ganado porcino,ENGORDE DE CERDOS
1909,4,EXPLOTACION DE POLLOS ENGORDE ALTAPEDRA CORTEGADA ,225,COOPERATIVA ALTAPEDRA,Sarreaus,Ourense,-7.672242,42.13098,Avicultura,Avicultura
7201,5,DAGU AGROPECUARIA S.L. ,220.07,"DAGU AGROPECUARIA, S.L.",Fuentelahiguera de Albatages,Guadalajara,-3.34196,40.75054,Avicultura,EXPLOTACIÓN AVÍCOLA
6332,6,EXPLOTACIÓN PORCINA FINCA DEHESA DEL REY ,207,"CEFU, S.A.",Castilléjar,Granada,-2.649985,37.717289,Explotación de ganado porcino,EXPLOTACIÓN DE GANADO PORCINO
8698,7,CRÍA Y PRODUCCIÓN AVÍCOLA S.L ,180,"CRÍA Y PRODUCCIÓN AVÍCOLA, S.L",Olombrada,Segovia,-4.219444,41.46,Avicultura,GALLINAS DE PUESTA
8633,8,ES501540000803-GALLINAS-MAINAR ,156,SAT Nº 1733 GRANJA SAN MIGUEL,Mainar,Zaragoza,-1.322743,41.192142,Avicultura,
3771,9,SAT 1511 RESERVADO LA ANDAYA (GRANJA MARTINEZ) ,154,SAT 1511 RESERVADO LA ANDAYA,Tordómar,Burgos,-3.869444,42.054167,Avicultura,AVILCULTURA PONEDORAS
4105,10,GRANJA PINILLA S.L (OLMEDO) ,144,GRANJA PINILLA S.L,Olmedo,Valladolid,-4.736533,41.291547,Avicultura,EXPLOTACIÓN AVICOLA
4546,11,"HUEVOS GUILLÉN NAVARRA, S.L. ",140.238,"HUEVOS GUILLÉN NAVARRA, S.L.",Abárzuza/Abartzuza,Navarra,-2.01886,42.72879,Avicultura,GRANJA AVÍCOLA DE PUESTA
7982,12,"AVICOLA SAN JUAN, S.L. (ANTES FRÍO CLIMA DISEÑO Y DESARROLLO S.L.) ",138.746,"AVICOLA SAN JUAN, S.L. (ANTES FRÍO CLIMA DISEÑO Y DESARROLLO S.L.)",Fuentealbilla,Albacete,-1.5344,39.0585,Avicultura,EXPLOTACIÓN DE 100.000 POLLOS DE CEBO
2673,13,AVÍCOLA LLOMBAY-CATADAU ,138.449,"AVÍCOLA LLOMBAY, S.A.",Catadau,Valencia,-0.570713,39.245641,Avicultura,110000 GALLINAS PARA LA PRODUCCIÓN DE HUEVOS
6294,14,ES221160000851-GALLINAS-GRAÑÉN ,136.6,INTEROVO CALLEN,Grañén,Huesca,-0.363128,41.967069,Avicultura,AVICULTURA
1306,15,GRANJA LA VALL DE SOSES ,120.761,GRANJA LA VALL DE SOSES,Soses,Lleida,0.434707,41.574301,Explotación de ganado porcino,RAMADERA
1379,16,ES222170000001-CERDOS-SENA ,116.395,"CORPORACION ALIMENTARIA DE GUISSONA, S.A.",Sena,Huesca,-0.079824,41.693856,Explotación de ganado porcino,PRODUCCIÓN GANADERA
1107,18,ES500740000129-CERDOS-CASPE ,106.25,PIENSOS COSTA. S.A.,Caspe,Zaragoza,-0.095218,41.296824,Explotación de ganado porcino,Explotación de ganado porcino
4835,19,SIVIMAR-LA CARRASQUILLA ,103.814,SIVIMAR S.L.,Utiel,Valencia,-1.273315,39.607801,Avicultura,PRODUCCIÓN DE AVES DE CARNE
3966,20,EXPLOTACIONES AVICOLAS GARCIA PUENTE S.A. ,102,EXPLOTACIONES AVICOLAS GARCIA PUENTE S.A.,Olmedo,Valladolid,-4.676144,41.2996,Avicultura,Avicultura
8271,21,AVICOLA RIOJA ,100.937,AVICOLA RIOJA,Quel ,Rioja (la),-2.047132,42.260934,Avicultura,Avicultura
6243,22,GRANJA SANTA CRUZ ,100,"MARCO POLO COMERCIO, S.L",Santa Cruz de la Salceda,Burgos,-3.587822,41.577467,Avicultura,CRIA INTENSIVA DE AVES DE CORRAL
4299,23,GRANJA VILLANUEVA ,96.9,"DESARROLLOS PORCINOS DE CASTILLA Y LEÓN, S.L.",Santibañez de la Peña,Palencia,-4.787833,42.756908,01.46 - Explotación de ganado porcino,CRIA INTENSIVA DE GANADO PORCINO
4297,24,GRANJA SAN PEDRO DE CANSOLES ,96.9,"DESARROLLOS PORCINOS DE CASTILLA Y LEÓN, S.L.",San Pedro de Cansoles ,Palencia,-4.915078,42.733589,Explotación de ganado porcino,CRIA INTENSIVA DE GANADO PORCINO
4283,25,GRANJA INTORCISA ,96.9,"DESARROLLOS PORCINOS DE CASTILLA Y LEÓN, S.L.",Guardo,Palencia,-4.808022,42.774083,Explotación de ganado porcino,CRIA INTENSIVA DE GANADO PORCINO
2144,26,GERARDO DE LUCAS S.L.:2144 ,96,GERARDO DE LUCAS,Cabezón de Pisuerga,Valladolid,-4.625375,41.756606,Avicultura,CRÍA INTENSIVA DE AVES DE CORRAL
6310,27,"AVÍCOLA VELASCO, S.L. ",95.8,"AVÍCOLA VELASCO, S.L.",Villacastín,Segovia,-4.430658,40.796794,Avicultura,AVICULTURA DE PUESTA
8624,28,OUS DE PONENT ,95.46,"OUS DE PONENT, S.L.",Bellcaire d'Urgell,Lleida,0.918476,41.739687,Avicultura,EXPLOTACIÓ D'AVIRAM
2405,29,BARBERANA ,95.072,"AGUSTIN ROIG, SA",Tortosa,Tarragona,0.495668,40.829322,Avicultura,Avicultura
1978,30,"ATLÁNTICO 7, S.L. ",94.622,ATLÁNTICO 7,Galdar,Palmas (las),-15.67122,28.14001,Avicultura,AVÍCOLA DE ENGORDE
2695,31,GRANJA PINILLA S.L.:2695(MEGECES) ,93.3,GRANJA PINILLA S.L,Megeces,Valladolid,-4.563219,41.410464,Avicultura,"AVICULTURA DE PUESTA, FÁBRICA DE PIENSOS Y PLANTA CLASIFICADORA"
1350,32,GRANJA L´ERA ,90.687,"AVICOLA GARGANTÉ, SL",Sant Guim de la Plana,Lleida,1.325525,41.762104,Avicultura,GALLINES PONEDORES
1900,33,EXPLOTACION DE POLLOS ENGORDE A PIUCA MACEDA ,89.9,COOPERATIVA LA PIUCA,Maceda,Ourense,-7.690584,42.280539,Avicultura,
2396,34,HERMANOS VILLAR HERNÁNDEZ S.L. ,88.7,HERMANOS VILLAR HERNANDEZ S.L.,Los Rábanos,Soria,-2.480731,41.687728,Explotación de ganado porcino,PORCINO
7107,35,AVÍCOLA GIRBÉS ,88.439,AVÍCOLA GIRBÉS S.A.T. LTDA. 6938,Algemesí,Valencia,-0.428843,39.216819,Avicultura,Avicultura
1907,36,EXPLOTACION DE POLLOS ENGORDE A PONTE RIO ,88,COOPERATIVA A PONTE,Maceda,Ourense,-7.701803,42.272228,Avicultura,
9400,37,PLA DE PINAR S.L ,87.343,PLA DE PINAR S.L,Villa Real,Castellón,-0.087572,39.94841,Avicultura,ENGORDE DE BROILERS DE 102490 PLAZAS
9128,38,AVICOLA VILAMAJO ,86.95,"AVICOLA VILAMAJO, S.L.",Bellpuig,Lleida,0.993593,41.625987,Avicultura,PRODUCCIO D'OUS
4865,39,GANADOS GILI (ALMATRET) ,85.266,GANADOS GILI (ALMATRET),Almatret,Lleida,0.404888,41.354131,Explotación de ganado porcino,EXPLOTACIÓ INTENSIVA DE BESTIAR PORCÍ
9405,40,"HERMANOS RIBES MARAVILLA, S.C.V.L. ",85.2,"HERMANOS RIBES MARAVILLA, S.C.V.L.",Carcaixent,Valencia,-0.45435,39.120175,Avicultura,EXPLOTACION AVICOLA DE ENGORDE
9207,41,GRANJA ROVELL DEL SIO ,85.035,"ROVELL DEL SIO, S.L.","Plans de Sió, Els",Lleida,1.205152,41.746146,Avicultura,AVICULTURA I COMERCIALITZACIÓ D'OUS
3987,42,MARCOPOLO COMERCIO - ALDEAMAYOR DE SAN MARTÍN ,84.8,"MARCO POLO COMERCIO, S.L",Aldeamayor de San Martín,Valladolid,-4.614511,41.501533,Avicultura,HUEVOS DE GALLINA
9283,43,ES441920000807-GALLINAS-PUEBLA DE VALVERDE (LA) ,82.5,"MONTES DEL PALANCIA, S.L.","Puebla de Valverde,La",Teruel,-0.887872,40.223362,Avicultura,AVICULTURA
4106,44,"SAT Nº 1374 GRANJA SAN ANTÓN - GRANJA ""LOS LLANOS"" ANTES COPISO ",82.2,SAT Nº 1374 GRANJA SAN ANTÓN,San Pedro de Manrrique,Soria,-2.227478,42.013081,Explotación de ganado porcino,GANADERA
4586,45,"KUBUS, S.A., VALDELINARES ",82,"KUBUS, S.A.",Olivenza,Badajoz,-7.120833,38.766944,Explotación de ganado porcino,EXPLOTACIÓN PORCINA
7085,46,S.A.T. AGROMAT PARTIDA CASETES ,81.955,AGROMAT,Benlloch,Castellón,0.024135,40.231509,Explotación de ganado porcino,CRÍA INTENSIVA DE CERDOS
2694,47,GRANJA PINILLA S.L.:2694 (ALCAZARÉN) ,81.6,GRANJA PINILLA S.L,Alcazarén,Valladolid,-4.686403,41.380706,Avicultura,CRÍA INTENSIVA DE AVES DE CORRAL
9421,48,AVICOLA RALUMI SLU ,80.855,AVICOLA RALUMI SLU,Valtierra ,Navarra,-1.63194,42.24555,Avicultura,EXPLOTACIÓN AVÍCOLA DE ENGORDE DE POLLOS
658,49,AVICOLAS SALES ,80.661,AVICOLAS SALES,Useras,Castellón,-0.12342,40.162927,Avicultura,"PRODUCCIÓN, CLASIFICACIÓN Y EMBALAJE DE HUEVOS DE GALLINA"
7260,50,EXPLOTACIÓN PORCINA MONTE DE BELEN (EXPORINSA) ,78.867,"EXPLOTACIÓN PORCINA INTEGRAL, S.A.",Osa de la Vega,Cuenca,-2.7726,39.6677,Explotación de ganado porcino,EXPLOTACIÓN PORCINA DE MADRES
7337,51,EXPLOTACIÓN PORCINA (UNIFICADO) HERMANOS MATAS DE HUERTA S.L. ,78.434,HERMANOS MATAS DE HUERTA S.L.,Huerta de Obispalia,Cuenca,-2.487,40.0039,Explotación de ganado porcino,EXPLOTACIÓN PORCINA
1783,52,GRANJA DOS HERMANAS-ETXARREN ,75.269,"GRANJA DOS HERMANAS, S.A.",Arakil,Navarra,-1.84673,42.92788,Explotación de ganado porcino,GANADERIA
1329,53,GRANJA VILELLA & FARIAS ,75.11,"VILELLA & FARIAS, SL",Castelldans,Lleida,0.767226,41.495774,Avicultura,Avicultura
4472,54,"DESARROLLO GANADERO PORCINO, S.A (ANTES GRANJA EL PARAMILLO) ",74.8,DEGAPOR,Melgar de Fernamental,Burgos,-4.304536,42.3857,Explotación de ganado porcino,MADRES CON LECHONES HASTA 20 KG
7423,55,"CEBADERO DE POLLOS PUJANTE, FINCA LA BALSA ",72.786,PUJANTE HERRERO,Torre Pacheco,Murcia ,-1.011064,37.794491,Avicultura,ENGORDE DE POLLOS
1784,56,GRANJA DOS HERMANAS-CAPARROSO ,72.351,"GRANJA DOS HERMANAS, S.A.",Caparroso,Navarra,-1.65052,42.34134,Explotación de ganado porcino,GANADERIA
1377,57,EXPLOTACIO AGROPECUARIA LA VALLETA ,72.25,EXPLOTACIÓ AGROPECUARIA LA VALLETA,Llardecans,Lleida,0.538707,41.390963,Explotación de ganado porcino,RAMADERA
6764,58,HUEVOS LEÓN ,71.1,HUEVOS LEÓN S.L.,San Andres de Rabanedo,León,-5.691389,42.617778,Avicultura,CEBO DE BROILERS
1827,59,"GRANJA LEGARIA, S.A. ",71.072,"GRANJA LEGARIA, S.A.",Levaria,Navarra,-2.17205,42.6507,Avicultura,PRODUCCIÓN DE HUEVOS
6788,60,"SAT Nº 1374 GRANJA SAN ANTÓN. - GRANJA ""LA VENTOSA"" ",69.9,SAT Nº 1374 GRANJA SAN ANTÓN,San Pedro Manrrique,Soria,-2.235111,42.031114,Explotación de ganado porcino,EXPLOTACIÓN PORCINA
398,61,MUESA ,69.828,"INPORBA, S.L.",Ulldecona,Tarragona,0.37457,40.61109,Explotación de ganado porcino,EXPLOTACIÓ INTENSIVA DE BESTIAR PORCÍ (GARRINS)
4079,62,GRANJA SANTA ANA - GENSANA S.XXI (ANTES PIC ESPAÑA) ,68.3,"GENSANA S.XXI, S.L.",Alconaba,Soria,-2.416111,41.747222,Explotación de ganado porcino,GANADERIA PORCINA
1321,63,GRANJA EL PORTELL ,68.29,"BALLESTÉ PAU, SL",Arbeca,Lleida,0.896218,41.567601,Explotación de ganado porcino,RAMADERIA
5436,64,AVIPORTO S.L. ,68.1,AVIPORTO S.L.,Portomarin,Lugo,-7.657468,42.812792,Avicultura,
4474,65,SAT FUENSANTA Nº 6299 ,67.9,SAT FUENSANTA Nº 6299,Peñafiel,Valladolid,-4.130136,41.607436,Avicultura,RECRÍA POLLITAS
1399,66,GRANJA HUGUET ,67.572,"AVÍCOLA HUGUET, SL",Maldá,Lleida,1.01919,41.553236,Avicultura,GALLINES PONEDORES
781,67,EXPORGONDO ,66.6,EXPORGONDO,Abegondo ,Coruña (A),-8.287145,43.176673,Explotación de ganado porcino,
2653,68,HUEVOS ALTO TURIA ,66.282,"HUEVOS ALTO TURIA, S.A.",Yuejar,Valencia,-1.051361,39.775561,Avicultura,PRODUCCIÓN Y EMBALAJE DE HUEVOS. AVICULTURA DE PUESTA.
2118,69,GRANGES DUCH ,66.23,"GRANGES DUCH, S.L.","Garidells, Els",Tarragona,1.25053,41.205453,Avicultura,RAMADERIA
1735,70,GRANJA Nº 2 ,66.054,"CEFU, S.A.",Alhama de Murcia,Murcia ,-1.39,37.85,Explotación de ganado porcino,PRODUCCIÓN DE LECHONES DE 6 KILOS
6381,71,GRANJA FIELATO ,65.971,"SAT LLEDO, Nº 6651",Camaries,Tarragona,0.664778,40.787894,Avicultura,ENGREIX DE GALLS DINDIS
7881,72,AGROPECUARIA BEHER - (LOS JARALES) ,65.4,"AGROPECUARIA BEHER, S.L.",Valdunciel,Salamanca,-5.724628,41.154331,Explotación de ganado porcino,EXPLOTACIÓN PORCINA MIXTA
7787,73,GRANJA GUIXE ,65.268,JOSEP GUIXE CIRERA,Puigverd d'Agramunt,Lleida,1.133325,41.778387,Explotación de ganado porcino,ENGREIX I REPRODUCCIÓ
1875,74,"EXPLOTACIONES AGROPECUARIAS SAKANA, S.L. ",64.543,"EXPLOTACIONES AGROPECUARIAS SAKANA, S.L.",Urdiain,Navarra,-2.135413,42.890334,Avicultura,PRODUCCIÓN DE HUEVOS
3927,75,AGROPOR S.L. ,64.54,AGROPOR S.L.,"Torres de costillas, las",Murcia ,-1.281266,38.01009,Explotación de ganado porcino,VENTA Y CRIA DE LECHONES
67,76,GRANJA EL BENZAL ,64.5,"BELMONSE, S.A.",Pulpi,Almeria,-1.757143,37.412214,Explotación de ganado porcino,01.46 - EXPLOTACIÓN DE GANADO PORCINO
1899,77,EXPLOTACION DE POLLOS ENGORDE A PIÚCA MOREIRAS ,64,COOPERATIVA LA PIUCA,Xinzo de linea,Ourense,-7.674629,42.008774,Avicultura,
6614,78,EXPLOTACION DE POLLOS DE ENGORDE A XIRONDA ,62.5,COOPERATIVA SEOANE,Cualedro,Ourense,-7.652215,41.897733,Avicultura,
6935,79,ES500260000804-GALLINAS-ALPARTIR ,61.7,GRANJA BAILON S.L.,Alpartir,Zaragoza,-1.381141,41.437162,Avicultura,AVICULTURA
3329,80,GRANJA SANCHEZ ,61.344,GASPAR SANCHEZ PARRA,Maldá,Lleida,1.023492,41.549775,Explotación de ganado porcino,PORCS ENGREIX
1364,81,GRANJA RENANT ,61.022,"NOOYEN CATALUNYA, S.L.",Oliola,Lleida,1.163641,41.79162,Explotación de ganado porcino,EXPLOTACIÓ INTENSIVA DE PRODUCCIÓ I ENGREIX DE BESTIAR PORCÍ
2878,82,ES500250000805-GALLINAS-ALMUNIA DE DOÑA GODINA (LA) ,60.9,GRANJA BAILON S.L.,"Almunia de Doña Godina, La",Zaragoza,-1.377512,41.460781,Avicultura,AVICULTURA
1022,83,AAI-GU-037 ,60.436,"DAGU AGROPECUARIA, S.L.",Marchamalo,Guadalajara,-3.2203,40.6714,Avicultura,GRANJA DE GALLINAS PONEDORAS
316,84,TRUGES MONTAGUT ,59.882,"AGROLERIDA, S.A.",Alcarras,Lleida,0.502571,41.643138,Explotación de ganado porcino,RAMADERA
4164,85,HERMANOS OBLANCA - GRANJA SAN FRANCISCO ,59.1,"HERMANOS OBLANCA, S.L.",Villalón de Campos,Valladolid,-5.026944,42.100556,Avicultura,AVICULTURA
2272,86,GRANJA PLANA I MARSINACH ,59.044,"PIERA Y MARSA, SCP",Vilanova de la  barca,Lleida,0.741193,41.692073,Explotación de ganado porcino,ENGREIX DE PORCS
1256,87,TRUGES VALLMANYA ,58.896,EXPLOTACIONS AGRICOLES TORRE CORTASA,Alcarras,Lleida,0.427484,41.629323,Explotación de ganado porcino,EXPLOTACIÓ DE PORCÍ DE CICLE TANCAT
2276,88,GRANJA ESPINET ,58.8,GRANJA AVICOLA ESPINET,Benavent de sagrià,Lleida,0.644117,41.698431,Avicultura,ENGREIX DE POLLASTRES
6462,89,ALDOVER ,58.16,"AGUSTIN ROIG, SA",Aldover,Tarragona,0.506292,40.862864,Avicultura,GALLINES PONEDORES
8085,90,"EXPLOTACIÓN GANADERA EL HAREM, S.L ",57,"EXPLOTACÍON GANDERA EL HAREM, S.L",Castraz,Salamanca,-6.295556,40.697778,Explotación de ganado porcino,CERDAS REPRODUCTORAS
4059,91,LA PLANTA ,56.6,S.A.T. 321 LA PLANTA,Torrescárcela,Valladolid,-4.362244,41.463278,Explotación de ganado porcino,CRÍA INTENSIVA PORCINO
4441,92,AGROPECUARIA BEHER - LOS VALHONDOS (PELAYOS) ,56.1,"AGROPECUARIA BEHER, S.L.",Prlayos,Salamanca,-5.576667,40.691917,Explotación de ganado porcino,EXPLOTACIÓN DE GANADO PORCINO IBÉRICO DE CICLO MIXTO
9094,93,GRANJA TERO ,54.502,CAMIBERT 2000 SL,Juneda,Lleida,0.864575,41.553818,Explotación de ganado porcino,RAMADERA PORCIONA EN CICLE TANCAT
8774,94,"ALBESA RAMADERA, SL ",54.219,"ALBESA RAMADERA, SL",Albesa,Lleida,0.648971,41.775734,Explotación de ganado porcino,
8849,95,GRANJA CAU-BARRUFET ,54.186,RAMADERIES MIQUELO SL,Puiggròs ,Lleida,0.881331,41.552877,Explotación de ganado porcino,
5675,96,GRANJA SERENTILL ,53.365,"AGRÍCOLA RAMADERA SERENTILL, SL",Aitona,Lleida,0.408107,41.494159,Explotación de ganado porcino,
9530,97,AGROPECUARIA LA SERROTA - HERREROS DE SUSO ,53.3,"AGROPECUARIA LA SERROTA, S.L.",Herreros de Suso,Avila,-5.051644,40.819072,Explotación de ganado porcino,
7419,98,CEBADERO PORCINO LOS PATIOS ,53.154,ANJOPAL,Fuente Alamo de Murcia,Murcia,-1.183949,37.707387,Explotación de ganado porcino,
8395,99,GANADOS GILI (SERÒS) ,53.028,"GANADOS GILI, SA",Seròs,Lleida,0.409425,41.375352,Explotación de ganado porcino,
9223,100,AGROEBRE ,52.954,EXPLOTACIONES GANADERAS ESTICHE S.L.,"Avellanes i Santa Linya, Les",Lleida,0.773836,41.856097,Explotación de ganado porcino,
1249,101,VENTACHICA 800 ,52.5,"PIENSOS JIMÉNEZ, S.L.",Jaen,Jaen,-3.783426,37.767283,Explotación de ganado porcino,
7311,102,SANJOPOR S.L. ,52.418,"SANJOPOR, S.L.",Mesalvas,Toledo,-4.2975,39.6787,Explotación de ganado porcino,
9414,103,NAVAGESPROY POLLOS (RIBAFORADA) ,51.99,NAVAGESPROY SL,Ribaforada ,Navarra,-1.52833,41.98222,Avicultura,
7883,104,SAT AVIPORK ,51.7,"S.A.T. AVIPORK, S.C.L.L",Madrigalejo del Monte,Burgos,-3.734167,42.144722,Explotación de ganado porcino,
5969,105,"GRANJA SAN ROMÁN, S.L. ",51.695,"GRANJA SAN ROMÁN, S.L.",Guirguillano,Navarra,-1.878205,42.72444,Avicultura,
2709,106,GRANJA SOLER ,51.663,NOELIA TRISAC RODRIGUEZ,Soses,Lleida,0.471341,41.560591,Explotación de ganado porcino,
1271,107,GRANJA YAK ,51.569,"YAK FABRICA DE PIENSOS COMPUESTOS, S.L.",Sant Guim de Freixenet,Lleida,1.419258,41.644204,Avicultura,
1903,108,GRANJA DE CERDOS CURRELOS Y PALELA ,51.2,COOPERATIVA SEOANE,Maceda,Ourense,-7.575747,42.291247,Explotación de ganado porcino,
1292,109,GRANJA MATGES DOLCET (7910CJ) ,51.12,"MATGES DOLCET, SL",Soses,Lleida,0.476571,41.55868,Explotación de ganado porcino,
8712,110,AAI-AB-068 EXPLOTACIÓN AVÍCOLA DE CEBO ,50.95,"TOLOSA Y VALIENTE, S.A.",Casas-Ibañez,Albacete,-1.471266,39.286714,Avicultura,
8428,111,PORDECONA ,50.67,"PORDECONA, SL",Uldecona,Tarragona,0.424859,40.661065,Explotación de ganado porcino,
1369,112,MAS SANT SEBASTIA ,50.571,"CERCLE TANCAT, SL","Borges Blanques, Les",Lleida,0.792814,41.537674,Explotación de ganado porcino,
3151,113,GRANJA ROVIRA. ,50.543,GRANJA DANIEL,Avinyó,Barcelona,1.9639,41.859701,Explotación de ganado porcino,
9149,114,AVÍCOLA MELENDRES 2 ,50.4,LA TORRETA PECUARIA SL,Castelló de Farfanya,Lleida,0.726927,41.786742,Avicultura,
1244,115,HACIENDA MENDOZA ,50.1,"PIENSOS JIMÉNEZ, S.L.",Baeza,Jaen,-3.551824,37.917572,Explotación de ganado porcino,
5414,116,ALBERTO VAZQUEZ VAZQUEZ ,50,ALBERTO VAZQUEZ VAZQUEZ,Carballedo,Lugo,-7.85064,42.56915,Avicultura,
1718,117,GRANJA CASA SABAS ,49.846,"CEFU, S.A.",Hellín,Albacete,-1.5517,38.3574,Explotación de ganado porcino,
62,118,"FILO-PORC, S.L.- LOS PROPIOS ",49.5,"FILO-PORC, S.L",Huercal_Overa,Almeria,-1.876724,37.388967,Explotación de ganado porcino,
1705,119,CARNICAS ,49.336,CARNICAS,Cabezo de Torres,Murcia,-1.143023,38.057067,Explotación de ganado porcino,
4863,120,LES SERRES ,49.29,"GINPIG SERVICE, SL",Anglés,Girona,2.671544,2.671544,Explotación de ganado porcino,
6611,121,EXPLOTACION PORCINA CANAL E FUCIÑOS ,49.2,COOPERATIVA ALTAPEDRA,Sarreaus,Ourense,-7.802105,41.990739,Explotación de ganado porcino,
2300,122,GRANJA CAPDEVILA TORRENT ,49.076,"CAPDEVILA TORRENT RAMADERS, S.L.",Alcarràs,Lleida,0.401869,41.639464,Explotación de ganado porcino,
7829,123,ES221630000851-GALLINAS-NUENO ,48.8,INTEROVO AVICOLA HUESCA,Nueno,Huesca,-0.451236,42.234637,Avicultura,
4032,124,CARDONA Y VELASCO AVÍCOLA S.L. ,48.7,CARDONA Y VELASCO AVÍCOLA S.L.,Pedrajas de San Esteban,Valladolid,-4.595256,41.330108,Avicultura,
3278,125,GRANJA LAS BEATAS ,48,IGNACIO MAZA RODRÍGUEZ,Alacalá de Guadaira,Sevilla,-5.814238,37.376629,Explotación de ganado porcino,
527,126,HERMANOS VENTURA MIRÓN S.C. ,47.973,HERMANOS VENTURA MIRÓN S.C.,Acehúche,Caceres,-6.633866,39.802567,Avicultura,
6493,127,GUBA MARENYA ,47.912,"GRANGERS UNITS B.A., SL","Tallada d'Empordà, La",Girona,3.055442,42.094367,Explotación de ganado porcino,
5988,128,CEFU S.A. - FINCA PINO GRANDE ,47.7,"CEFU, S.A.",Guadix,Granada,-3.133338,37.300608,Explotación de ganado porcino,
2813,129,ES502920000803-GALLINAS-VILLARREAL DE HUERVA ,47.587,SAT Nº 1733 GRANJA SAN MIGUEL,Villareal de Huerva,Zaragoza,-1.292068,41.1887,Avicultura,
8045,130,"SAINZ RUIZ, S.L. ",46.791,"SAINZ RUIZ, S.L.",Valle de Yerri/Deierri,Navarra,-2.035,42.718056,Avicultura,
1902,131,GRANJA DE CERDOS CEBO VALILONGO OS CHAOS ,46.7,COOPERATIVA SEOANE,Montedeurramo,Ourense,-7.495446,42.315276,Explotación de ganado porcino,
9129,132,GRANAJ ROSINACH ,46.62,"GRANJA ROSINACH, S.C.C.L.",Juneda,Lleida,0.855516,41.566709,Avicultura,
2450,133,AGROPECUARIES BONFILL ,46.506,AGROPECUARIES BONFILL SL,Godall,Tarragona,0.512476,40.688815,Avicultura,
7870,134,FINCA NOGUEZ ,46.3,"SIERRA DEL PIMPOLLAR, S.L",Ledesma,Salamanca,-6.041342,41.106003,Explotación de ganado porcino,
8907,135,GERMANS SUNYER RAMS SAT ,46.2,"GERMANS SUNYER RAMS, SAT",Batea,Tarragona,0.302941,41.095763,Avicultura,
6449,136,GRANJA SANT BERNABÉ ,46.015,"AGROPECUARIA SANT BERNABÉ, SCP",Odèana,Barcelona,1.667111,41.618417,Explotación de ganado porcino,
9493,137,GRANJA ELS MASOS ,46.008,"GRUPO PREMIER PIGS, SL",La Granadella ,Lleida,0.626955,41.365988,Explotación de ganado porcino,
9089,138,EXPLOTACIONS LA FLORESTA ,46.008,EXPLOTACIONS LA FLORESTA SCP,La Floresta,Lleida,0.909213,41.518848,Explotación de ganado porcino,
8834,139,"BAOMELL 2000, S.L. ",46.008,"BAOMELL 2000, SL","Omellons, Els",Lleida,0.962608,41.490292,Explotación de ganado porcino,
8790,140,GRANJA AGROPECUARIA ARBEQUINA ,46.008,S.L. AGROPECUARIA ARBEQUINA,Arbeca,Lleida,0.924999,41.529581,Explotación de ganado porcino,
8786,141,GRANJA GESCASER ENGREIX ,46.008,"GESCASER, S.A.",Almacelles,Lleida,0.487345,41.744095,Explotación de ganado porcino,
3020,142,EXPLOTACIONES URME ,46.008,"AGRICULTURA I RAMADERIA FERRERES PÉREZ, SL",Uldecona,Tarragona,0.412975,40.616596,Explotación de ganado porcino,
2320,143,GRANJA SANGAL ,46.008,RAMON FRANCISCO SABATE BLADE I AMPARO MORESO BENAIGES,Rasequra,Tarragona,0.629467,40.991732,Explotación de ganado porcino,
2261,144,GRANJA LES ERES ,46.008,ISMAEL HUGUET GILI,Preixens,Lleida,1.045591,41.791612,Explotación de ganado porcino,
2211,145,GRANJA PEDROS JOVE ,46.008,RAMADERIA PEDROS SL,Ivars d'Urgell,Lleida,0.949047,41.693405,Explotación de ganado porcino,
1323,146,GRANJA HUGUET ,46.008,ROGER HUGUET GINÉ,Montgai,Lleida,0.989749,41.801366,Explotación de ganado porcino,
315,147,AGROLERIDA ,46.008,"AGROLERIDA, S.A.",Alcarrás,Lleida,0.50215,41.640833,Explotación de ganado porcino,
8772,148,GRANJA JAUME SERENTILL CAMÍ ,46.004,EL TARANNA FAMILIAR SL,Aitona,Lleida,0.408823,41.49422,Explotación de ganado porcino,
1358,149,GRANJA ASPRES ,45.815,"GREGORI SALSE, SCP",Áger,Lleida,0.755075,41.943452,Explotación de ganado porcino,
4182,150,COOPERATIVA NSTRA SRA DE LA ASUNCION ,45.8,COOPERATIVA NSTRA SRA DE LA ASUNCION,Abía de las Torres ,Palencia,-4.410381,42.421831,Avicultura,
4888,151,"BERGADA TORRES, SA ",45.709,"BERGADA TORRES, SA",Pontils,Tarragona,1.383944,41.484998,Explotación de ganado porcino,
8832,152,COR DE ROURE ,45.497,RAMON MASCARÓ BADIA,Olius,Lleida,1.526341,41.971208,Explotación de ganado porcino,
