Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Bermudas,BMU,Uso de energía (kg de equivalente de petróleo per cápita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,Uso de energía (kg de equivalente de petróleo per cápita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,222.761658234644,240.9434071062,249.324738404692,261.213708990856,296.051580561437,317.174724882741,331.73649625152,351.763602914832,378.992347529547,438.087002805588,450.409296244964,464.036619774024,431.403331642173,421.594176398464,407.808287455538,377.579159091666,342.561523032344,350.478518343811,365.527594751764,380.284207560786,383.825577950819,398.057651810103,416.724806334056,449.254318420237,493.873139711201,520.265855382004,556.108391376685,551.060850135011,531.023489457393,582.67524040586,444.802385948637,523.325098761108,534.118632270145,525.145938836518,562.629639875455,691.955123790824,554.149270607889,579.480600329951,593.641781239261,636.138303980956,660.991227415692,747.869176104554,740.169863036568,778.168754600586,,,,,
Brasil,BRA,Uso de energía (kg de equivalente de petróleo per cápita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,715.840672396764,749.007882414014,801.676699035592,833.196970823064,849.574492960276,870.864415057643,878.912007707298,913.324851775937,948.397192086344,943.304012712015,883.881257350723,877.863605359989,879.251830022489,915.083841825445,956.232406089918,980.416926316819,998.398194095344,992.59372350155,993.905273445936,940.965867563818,942.038013277998,935.746474541775,943.3270433378,976.982183506176,994.289806234661,1030.66803492043,1066.1869896508,1075.19910003961,1083.40397812367,1072.37953767926,1076.27547394481,1090.34986670196,1094.42466968924,1141.49109780541,1156.90756762061,1184.14510219296,1238.41164142241,1294.48083319241,1240.17728453802,1358.5024160427,1367.18809766171,1413.73335709267,1461.07678089719,1495.54120710984,,,,,
Barbados,BRB,Uso de energía (kg de equivalente de petróleo per cápita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1233.97430787626,,,,,,,,,,,,,,1362.22955202627,1411.39174082505,1434.35311755569,1438.82310728382,,,,,,,,,,,,
Brunei Darussalam,BRN,Uso de energía (kg de equivalente de petróleo per cápita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,1306.53566348004,1235.37902578474,2319.33446455505,3829.4211721007,4580.70483709304,5804.39526462561,6040.6263951372,5443.4701029221,5469.76077269141,6961.48628783932,6496.9428210038,6780.03542571519,6958.19894754711,7793.5877162828,7940.51655387193,6778.45527575082,6759.62586766458,5461.89915058673,6164.21430218963,6674.71136861716,7335.26539198377,7666.05085216071,7175.61709877485,6479.08475958183,7562.77051906002,7425.41247841587,7488.52089063271,7289.03567041837,7271.03399650532,7157.13235183768,6492.72425698607,6221.15911437157,7090.24803774771,6389.81395698225,6074.56849093708,8511.57420536213,8606.76596482338,9337.04249369434,7925.91415606946,8337.49478960288,9837.44742029221,9599.37742644534,7522.25527358866,8673.08898428139,,,,,
Bhután,BTN,Uso de energía (kg de equivalente de petróleo per cápita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.453139011763,,,,,,,,,,,,,,281.77171794651,314.456198871965,320.956480735006,366.985723653734,,,,,,,,,,,,
Botswana,BWA,Uso de energía (kg de equivalente de petróleo per cápita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,,,,,,,,,,,811.198957876544,821.520965857458,801.631313182014,790.054477288526,804.772331621138,848.652001047759,811.822780382126,919.423665512009,947.462562797111,946.794108595569,935.533000281983,1048.66473935026,1025.07880009435,985.470611739126,985.129739567948,938.406890272674,961.778080724475,1061.2961853608,1072.53220589916,1092.48576369746,1084.60253254656,1082.37213444231,1060.37195614847,1024.3819550763,1037.42083444965,1050.64414992472,1062.92272984907,1101.24663362982,1007.29460690515,1083.91202276679,1026.72915874848,1150.63903770977,1203.32493590415,1300.6366901687,,,,,
República Centroafricana,CAF,Uso de energía (kg de equivalente de petróleo per cápita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canadá,CAN,Uso de energía (kg de equivalente de petróleo per cápita),EG.USE.PCAP.KG.OE,4251.43591138962,4307.82075420065,4451.56011604169,4694.12006960557,4903.60760672704,5153.93241183047,5272.6647047087,5557.29174015285,5871.52039143849,6091.10000951113,6476.38852935659,6436.22625629541,6863.44433456086,7084.62368269079,7089.99999079269,7170.4125280454,7293.69860938733,7431.43988603482,7561.74493868787,7862.20639476556,7828.83798348216,7555.2449313384,7173.55516447822,7076.52331814175,7368.74044037789,7468.09634319419,7521.88689331202,7671.1995995251,7885.24440007589,7963.29790527702,7630.09230606557,7517.33030357287,7601.68517694524,7770.54644758451,7957.24563262571,7979.89844555264,8053.45485804934,8056.24362752186,7948.39727830446,8107.51515577335,8265.07992477285,8056.3494253004,7993.87938404109,8341.34314379952,8455.5470136727,8422.03430847519,8239.94637098436,8213.38954256017,8194.88077131979,7797.12113645126,7788.56078606815,7911.55458837168,7733.41165473909,7743.72574213676,7897.85561511436,7631.34157027209,,,,
Europa Central y del Báltico,CEB,Uso de energía (kg de equivalente de petróleo per cápita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,2611.2149151246,2666.45876684044,2769.25417301117,2785.94966619656,2925.6647144417,3055.99119837851,3195.30598842452,3347.35221985556,3407.48630027493,3404.42305286129,3265.24599555413,3338.93989143273,3321.96628585096,3291.90883112907,3367.00752280309,3434.53758503658,3516.41453538279,3497.11507575306,3371.98483191947,3089.52494099679,2832.54230782158,2624.11439957918,2609.57896374113,2502.91713643051,2609.64390544309,2697.21847681768,2642.39189238823,2519.73159789869,2394.87290001717,2376.47106686069,2456.95267754914,2484.39320880618,2570.98370578595,2579.47448153663,2617.57646936408,2690.90888583771,2696.75490925362,2706.4490452995,2527.35147431345,2634.98393198861,2637.75999544147,2566.10715329702,2511.70955906068,2470.54431835595,,,,,
Suiza,CHE,Uso de energía (kg de equivalente de petróleo per cápita),EG.USE.PCAP.KG.OE,1398.65483620245,1454.75511630398,1568.91106001904,1869.58749769724,1819.43533749232,1943.60051580542,1966.69213697461,2040.82790020002,2172.60388343946,2334.44403033903,2556.65870717052,2637.67078212746,2727.71921732081,2998.00518347889,2783.51453660506,2710.77292387379,2821.01288630678,2877.79290941471,2995.0168249615,3042.17915548272,3170.57547162646,3093.32327574403,2984.22326318443,3173.30757763205,3239.36996506446,3412.39110931145,3544.52206015752,3430.85551250048,3436.87583284219,3339.08347214466,3627.6928112332,3637.19412033392,3613.28432938242,3490.88655449165,3494.44714922299,3421.65104058737,3473.20630386674,3525.89130114012,3557.99007623206,3547.37289002744,3480.59157184118,3673.29257271309,3553.74025721943,3542.06560266172,3530.5783446386,3488.21834810945,3619.15163869697,3410.81988267431,3499.79098222662,3481.85284518735,3347.6183556895,3205.32827089841,3202.83433712303,3304.11543776221,3059.93674902905,2960.07338939119,,,,
Islas del Canal,CHI,Uso de energía (kg de equivalente de petróleo per cápita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,Uso de energía (kg de equivalente de petróleo per cápita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,875.408426682137,874.767831978744,828.036975874038,809.22556942804,720.547374618202,751.302097132644,766.801012819174,782.229410419991,815.066037594191,830.028299338981,831.379758304557,751.843061480967,766.662887681853,795.231465785074,781.797135993792,804.492238078591,817.409564433038,910.496409164965,1004.11019179619,1055.34861517348,1061.48752398806,1129.08712571208,1138.48101285793,1204.92173701888,1275.42812790273,1392.71273711437,1538.5285083003,1572.72018402251,1650.6113646556,1640.41037251587,1591.7255178536,1630.12524093193,1629.89982366805,1717.85949534345,1752.7276160789,1805.22111829255,1852.50524872816,1815.20784512664,1748.32848578122,1807.91565802411,1950.23836027996,2138.29936839765,2202.11521982719,2032.93475704291,2005.55106241165,,,,
China,CHN,Uso de energía (kg de equivalente de petróleo per cápita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,464.933156978023,477.168708745635,483.717375331655,486.167985783307,527.488337452736,537.174731514959,577.21101059404,617.154901089247,619.043662313404,609.455195748215,597.14671013246,606.830437325878,621.910717182477,651.074958647795,657.759736070939,671.209503276184,694.422359979152,720.341495783521,724.116105126715,766.995329395649,736.851801386885,752.628662540666,788.128723566749,816.162889997357,866.834374260803,881.653737423514,871.756323801394,869.358607334522,878.52453551629,898.987313140273,928.811433738255,984.810714620431,1118.43177274138,1268.13290434581,1393.69132405731,1515.1736777471,1630.17102857988,1672.90411994066,1778.43351862146,1954.72255616896,2086.48690379651,2155.16478775741,2213.75932679132,2236.72990756962,,,,,
Côte d'Ivoire,CIV,Uso de energía (kg de equivalente de petróleo per cápita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,460.69392712429,467.191041380995,460.682570556291,458.917531204641,461.611661026295,475.263592966882,463.017128309758,473.309960042284,457.872436317952,444.868770733104,424.028475672979,404.089041070103,377.856760209563,369.380532663484,372.770108596362,398.048622134198,392.037198054176,384.756553280886,384.102029054856,364.374240505793,361.578372237704,380.498033900072,380.414994586578,376.64600744658,362.961998940546,394.759213472887,390.404967713576,377.95583592815,438.172837260744,412.644910246746,387.471603022508,405.057029438868,374.915466876823,517.460232311922,524.036158080786,504.324039627797,531.026088718219,521.908392457266,467.46304815454,494.952551873939,554.066058908665,586.274505981941,612.548950186995,612.640153961886,,,,,
Camerún,CMR,Uso de energía (kg de equivalente de petróleo per cápita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,402.888068186405,401.171048718993,399.228878996275,399.177926857319,407.407998922032,401.932778613242,417.95257341941,419.32074585117,422.397310307837,423.998359432325,431.720525373416,437.854539678772,439.499565060793,439.777303196476,442.637659786118,435.168746416712,429.428712753926,429.298314773017,431.483222181379,422.819422062042,414.335842935754,406.72486153245,408.883177900652,411.339020589852,407.169697502674,406.152741433158,406.836191477275,407.781214699933,400.371160685076,406.708802951151,400.789821776882,399.531178225268,404.798621975714,406.321986460418,397.810855329009,368.917431249045,338.474135093108,332.171970365039,349.370707378843,342.496310819974,321.159016086375,322.278858451182,329.58734352365,335.201507742443,,,,,
"Congo, República Democrática del",COD,Uso de energía (kg de equivalente de petróleo per cápita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,324.786580397739,324.387919472811,326.906785629044,326.901379652292,326.186983598766,322.005797508912,322.672730939213,322.270312787689,327.0881566384,321.184246327655,328.425452921751,320.868695284831,333.503474581669,341.847314013451,333.086969080154,330.852051284667,335.068725302667,337.652014110193,335.69603730969,340.873950072205,328.966518106538,322.190006651861,316.091314693895,305.906656588737,308.728034386183,310.402988331123,308.148140035476,308.493404242639,302.541944332153,295.224225555455,296.803052827625,298.228677582177,300.003033509782,302.302988116576,304.156016192706,305.676953762111,306.63672638044,307.654980173791,306.548953383627,307.419953585794,315.766559624244,378.917066777037,385.169205533383,389.33192306357,,,,,
"Congo, República del",COG,Uso de energía (kg de equivalente de petróleo per cápita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,372.296926785948,374.489698703611,367.629709858301,363.96044381742,359.901448211504,382.863422815823,353.78702180015,356.949011883157,346.421783740024,348.592242456694,349.002421021811,359.414284766894,391.071008012088,367.726509079893,372.153304853401,356.117633302262,352.104087788033,333.452686911961,336.870073950163,334.058912810381,339.361888779489,326.136005834651,319.204898055489,267.716807637297,297.174516913342,272.168956246119,253.045046176167,246.026709833527,235.280488330663,226.983917368072,247.284825383251,242.134831969797,277.652966519339,286.137916653848,299.986060409493,378.773723072109,325.053487779916,336.090416369395,371.370758512285,392.36769932408,508.036917806411,567.361122505043,567.860419346793,554.808407223683,,,,,
