"Data Source","Indicadores del desarrollo mundial",

"Last Updated Date","2020-07-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Ecuador","ECU","Consumo de energía eléctrica (kWh per cápita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","144.539712245923","149.470112121248","163.269181143075","174.327677238038","196.15877651825","223.29543154242","251.905407081847","291.59813582934","327.078166800102","359.611104310251","384.37835614393","403.715034502474","408.59894390391","411.716587915457","397.52445067669","417.972651847075","451.883776710815","451.844016639094","445.862486201282","480.699025132994","508.953232163362","522.483445281407","517.357805972303","549.875040161042","552.150795393954","612.141629270829","654.732161414362","686.562693339129","634.779537080311","634.880680520172","646.86143281898","688.4790274102","715.798839732715","823.821738538206","794.526367896303","862.48444455319","952.816821560604","1077.41340154773","1104.95001361813","1137.95662241524","1212.02714557702","1277.03694857382","1329.36715349648","1376.39311532627","","","","","",
"Egipto, República Árabe de","EGY","Consumo de energía eléctrica (kWh per cápita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","204.350316932729","200.539245599611","197.362604648662","217.751358022216","240.212869069823","273.928264227262","308.408796330654","322.441252168102","347.146686331924","381.998566905038","418.039476611242","458.087889632725","503.463790647061","521.674138700862","497.109832222234","590.229458495152","620.387484925478","635.102600512374","657.343756288365","677.818755764617","694.31977602471","698.265291856483","714.404307314058","726.940265815963","745.339215491813","803.438540858757","842.149611964568","885.31362312138","941.856526146679","976.964622377226","1028.77066915537","1078.95297761799","1146.63566276248","1190.2727863626","1261.96366593851","1333.29148111493","1424.56821383072","1470.56461682399","1537.25655420995","1576.03979689283","1685.81881419745","1685.46892559138","1684.91156120312","1683.21351829557","","","","","",
"Zona del Euro","EMU","Consumo de energía eléctrica (kWh per cápita)","EG.USE.ELEC.KH.PC","1215.86007488785","1296.09764915999","1393.58528023423","1499.22616029143","1622.80747380951","1727.25409566383","1842.23262826515","1935.13169138968","2086.46661299765","2272.53901860512","2676.11259039838","2823.74799600503","3033.01906247538","3264.66801431594","3380.21999521643","3334.30899812887","3626.34921575872","3717.68748909385","3916.02556876663","4113.19736801097","4203.01374969304","4244.54611834417","4253.74099362687","4355.29340358682","4557.44456582656","4738.76255890512","4849.87190580003","5003.96295383121","5141.96686114725","5283.30542051114","5303.91721860258","5401.43603618476","5414.96007134","5357.57751522378","5442.35714458502","5563.79955740665","5700.48683343458","5796.33199542924","5929.48187312608","6061.78317643496","6236.13353838465","6377.48739277072","6480.53936764758","6619.36455784269","6741.62326731481","6784.97835528577","6856.02828036119","6861.33225474659","6853.87745065081","6496.23454899586","6773.18751288314","6643.92216290088","6637.19166342361","6536.96468245961","6352.83012471625","","","","","",
"Eritrea","ERI","Consumo de energía eléctrica (kWh per cápita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54.4827329601931","57.1779296765069","63.558462516284","67.1438720782208","76.9418483526249","84.2755875488969","73.8749256718539","78.6625577398817","75.0300120048019","81.6937729974288","87.0596334305768","89.5818603268854","86.4033167108059","85.6134397534333","79.5009260829859","81.7610734528135","79.0132098985921","83.33547014026","85.7926435962258","89.297604335072","","","","","","","","",
"España","ESP","Consumo de energía eléctrica (kWh per cápita)","EG.USE.ELEC.KH.PC","494.795600065671","550.436331400408","613.247447101646","663.93685381864","745.384373123074","822.95674083469","925.930687031773","1033.0769743622","1154.52678082358","1293.58960994471","1415.84101817056","1534.98269806212","1703.50829541699","1873.67742161546","2024.09526837094","2054.34323604015","2256.14101927366","2294.47388802442","2399.03010175154","2528.94962347407","2644.22297893384","2671.28328884593","2658.24167064445","2792.15986262011","2903.33793855962","2975.08322954552","3004.27963221826","3094.08226457849","3217.94815938395","3442.94871061852","3536.74997212311","3607.70013613788","3690.59100403918","3638.52663057399","3756.03920068185","3917.32464338354","4008.93941647114","4324.42064558926","4479.04731533989","4820.67503365883","5167.80967319354","5422.51568968264","5576.5462645648","5676.14049089491","5892.30741093794","6111.21922344445","6105.07584928721","6054.37443809592","6025.77275684571","5652.59593296768","5706.56306279914","5599.37737439498","5573.40118151359","5409.41133797704","5355.98700558221","","","","","",
"Estonia","EST","Consumo de energía eléctrica (kWh per cápita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5755.89450245798","5617.06357593668","4933.82323684635","4049.8538277845","4354.83010760923","4244.64407775397","4556.39116865429","4811.59813795296","4733.95490839415","4460.36810804434","4540.49256076479","4680.44794559529","4767.46293544061","5158.60277810202","5429.52552199919","5531.54582864313","5869.42478894573","6277.41146283975","6364.56783013858","5975.95381093506","6506.31818096472","6314.41444766954","6689.36777611787","6664.65856902557","6732.36747315611","","","","","",
"Etiopía","ETH","Consumo de energía eléctrica (kWh per cápita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","18.8726704346591","18.7121750302348","17.7531978148939","17.0112052997625","16.4891579641067","16.0286649278232","15.0399487843582","15.7383950443648","17.2814739496713","18.069694498663","18.9525898463918","19.6782029951522","20.4495363906579","21.3844810839788","19.9005508713551","19.897205081303","20.3326941112802","19.3041553557312","18.7153009190228","22.5944505982883","21.931075989989","21.7215505297812","23.3602922989879","23.6675675927427","24.0850199099325","24.5060036312361","23.9384054448554","23.8050580757028","23.001720482067","22.755824237698","26.5700606062936","26.2324657529813","28.6266216163638","30.7787612538634","33.5314171237429","37.4828610191317","39.5664802893728","40.9931782358425","42.1545822963683","48.2998829164284","52.55162898013","57.2109704737363","64.0556661561259","69.1987531624304","","","","","",
"Unión Europea","EUU","Consumo de energía eléctrica (kWh per cápita)","EG.USE.ELEC.KH.PC","1253.41945247692","1340.88412504567","1440.75450145703","1539.11884613794","1665.83586035464","1754.8745320006","1869.36698684686","1972.89951412422","2126.61763003905","2311.15263133329","2672.31908064298","2763.64963589462","2967.14020017429","3185.02098214176","3298.25109777892","3308.57412190068","3581.82611624178","3683.42070850842","3873.34891250828","4038.28248059076","4132.70837520331","4163.95746973402","4187.17382085011","4313.49300067306","4516.9716055444","4698.91306348594","4808.56609658059","4966.74071799661","5088.16593308064","5191.76028309528","5133.80987307304","5150.26983166561","5110.25182263076","5065.9524802604","5133.28748650644","5256.12723783821","5388.2921130765","5448.75235411206","5541.75973282821","5624.42831327459","5780.19694302982","5916.93386563122","5996.40118593598","6127.2440745992","6242.21852095758","6295.43764679743","6380.76075254972","6405.55168855954","6409.24415100947","6082.50336003672","6350.40808736823","6247.77740959475","6248.06392642513","6160.73238643848","6021.86098325015","","","","","",
"Frágiles y situaciones de conflicto afectados","FCS","Consumo de energía eléctrica (kWh per cápita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","163.807538261681","177.262766926303","189.758253852019","199.336741632309","212.132301860779","224.657571495634","238.064873029733","256.314511836164","290.62390362312","316.327531640337","325.308672082964","339.672665175651","361.517956454799","374.587143715137","390.650044700451","397.014393997825","409.325678959407","420.58464939262","415.721545827512","404.05485237123","400.903949267376","419.342244046481","422.500227711351","424.687446433973","431.244781858849","436.93141388194","442.291244715029","444.721266785989","443.743746253687","440.96968764946","447.164397735002","470.440354460743","455.28258745832","485.702956133008","479.224766511773","499.353045867148","495.865217295751","489.127376139099","488.807398244846","544.542923699056","543.247753760231","504.422545378134","514.469272527529","464.891256121164","","","","","",
"Finlandia","FIN","Consumo de energía eléctrica (kWh per cápita)","EG.USE.ELEC.KH.PC","1873.29246614957","2187.6236408612","2389.20988199116","2479.15850984313","2715.37501129483","2938.38463783588","3197.86485926579","3345.387846133","3628.68528893201","4071.55609527692","4570.9068023473","4889.50427178454","5516.14052504312","6046.8303057748","6140.18668077724","5946.37732837519","6545.74679875675","6726.6636870735","7330.41446573276","7930.63137370952","8295.78609634619","8493.60536870693","8533.1617405918","9124.16463077973","9808.46625724143","10482.8316068317","10622.888181216","11358.3947521179","11778.2722707315","12034.7572733786","12485.6836482847","12470.7304327707","12514.1015693797","13012.6694308655","13603.2763578956","13591.3966705757","13721.9237583307","14454.9387285779","14846.4208194124","15075.8671905037","15305.409808607","15709.8832538423","16140.0669692216","16445.572561286","16777.5658490195","16117.8903321632","17215.0372901645","17160.8631199988","16349.2333250336","15243.1103879453","16484.0942753711","15710.9737593054","15689.2233076239","15510.8355034738","15249.9893802302","","","","","",
"Fiji","FJI","Consumo de energía eléctrica (kWh per cápita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Francia","FRA","Consumo de energía eléctrica (kWh per cápita)","EG.USE.ELEC.KH.PC","1462.71039760503","1550.38438063678","1654.21570751554","1751.16154214108","1896.88952571059","1988.33643114095","2095.69741560257","2186.79002833516","2267.66679091881","2470.97485046886","2626.92344304904","2751.8867093381","2929.64210613887","3162.77329156697","3265.24927595385","3254.57956859632","3594.61307485268","3690.7009588912","3932.76139072346","4204.00793792566","4421.97693330716","4580.56366864792","4618.46604277221","4710.6255077086","4944.66703679205","5259.45810387898","5510.04497094335","5651.9013784752","5738.06371151214","5860.4376525236","5969.01931129973","6359.7742808142","6475.78791786073","6453.00044150612","6530.41188937444","6621.94197064491","6905.16475295842","6833.13629846258","7015.50160395338","7149.29692549602","7224.52698542992","7342.25667535293","7299.24846049124","7529.55029912016","7661.49118023401","7652.86430371847","7540.29529789679","7513.57956518055","7643.45044342069","7338.04235211501","7734.72678262139","7232.97968038703","7363.42379552155","7367.84354512992","6939.94352490927","","","","","",
"Islas Feroe","FRO","Consumo de energía eléctrica (kWh per cápita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia (Estados Federados de)","FSM","Consumo de energía eléctrica (kWh per cápita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabón","GAB","Consumo de energía eléctrica (kWh per cápita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","186.476150199879","214.155866235957","260.065497977268","299.334217682145","384.534605025821","489.868491477195","649.163407294586","624.207999976881","728.003295766858","724.190723750151","792.269597258479","863.953503593261","922.122130803598","977.500108680126","1030.09522335656","1032.88284896853","1010.45124715775","998.364996455081","834.676646700104","919.442899752288","906.963945877311","885.715739108838","867.177197415365","766.134943793125","771.466967019557","849.090933595698","856.889019729475","918.755517874709","903.213538695569","880.03516884301","899.838871608414","926.015764778024","936.396977771178","915.943699009082","916.184902509728","945.35406026772","969.729894911974","981.864158994824","942.68188215138","957.429778221089","966.975042071428","988.751098771091","1079.75967917599","1167.85221361079","","","","","",
"Reino Unido","GBR","Consumo de energía eléctrica (kWh per cápita)","EG.USE.ELEC.KH.PC","2412.13740458015","2553.69318181818","2780.65727699531","3002.08760484623","3127.46296296296","3330.18387964242","3425.80308700147","3506.88706236941","3762.59017563306","4006.33096898998","4166.93240153962","4254.65241184543","4372.63694645007","4671.71829740644","4534.25427513091","4492.42162850506","4587.68851501517","4668.42316900327","4729.84938707219","4922.91573280123","4683.93273911511","4572.95384625817","4480.33541287092","4549.17528756934","4597.73969307614","4826.71452591524","4953.65357621044","5082.43980630981","5232.73764921987","5295.22452686526","5356.575210001","5451.67717061817","5452.3933334123","5491.98911810322","5380.26426515376","5575.8084890423","5815.82840427425","5831.95754702826","5908.87149023065","6007.48441621387","6114.52925918564","6141.98255122284","6142.74983363365","6174.55089583941","6138.75413718816","6270.98405949047","6200.5541127704","6102.39676772278","6015.72686068947","5643.1285945674","5700.85586444268","5471.93347456267","5449.25947267211","5409.62642171886","5130.39025330028","","","","","",
"Georgia","GEO","Consumo de energía eléctrica (kWh per cápita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3039.15035401916","2696.70588721851","2125.1667179645","1936.8369611696","1988.59571272246","1492.36042855284","1150.78948967863","1331.52088329123","1517.81255898579","1563.79594687953","1574.3914041516","1583.5598734846","1653.38072119874","1749.86385730221","1814.45965971879","1916.47902904546","1769.17167459508","1829.97690768098","1881.53721148442","1833.04456065262","2049.54452365453","2289.13484865062","2329.92587038339","2498.34035744989","2693.97276022513","","","","","",
"Ghana","GHA","Consumo de energía eléctrica (kWh per cápita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","308.026840683258","341.400430851461","386.367342226664","393.574630037796","371.522137211637","384.051047316128","393.537481583292","323.788053948812","390.270935208361","416.149758197182","409.929637851133","370.563123205687","163.708623580274","92.7802309590945","162.942980204423","258.111817107952","287.11584788719","303.00331783614","306.26868458436","323.557190459503","336.021350704563","350.915613131923","336.069968115882","336.137518465827","349.534505497425","361.803948301549","386.789089387254","270.357783090148","354.607308950462","326.160431926044","332.0354257504","305.980609571656","217.924570629079","216.901557953967","242.772721184239","293.220602925369","241.291283301224","261.290346537542","260.105730269489","277.486106626579","315.152489137461","342.200582856528","375.944625232104","351.301578961752","","","","","",
"Gibraltar","GIB","Consumo de energía eléctrica (kWh per cápita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","1551.40315796732","1532.80196198651","1585.16020236088","1539.18222579134","1629.6936841055","1656.72630881378","1620.69193623073","1620.79915321514","1723.62358712586","1729.58589722268","1805.89927095178","1919.77366878852","2001.22108405129","2014.8208858382","2092.33724360294","2165.39492678903","2129.48651897647","2263.45210741109","2638.16082502484","2538.85477064535","2997.72586313831","3328.71012482663","3487.358326068","3601.14677295294","3659.55667084902","3693.34852093473","3672.47007616975","3739.94056165893","3799.66589144748","3893.55471892396","3860.51515726853","3893.83839013146","3993.24220549839","4008.74635568513","4244.55883681026","4369.03372534937","4475.3408717964","4797.52078429035","5035.00670341129","5121.33392883728","4938.71236463168","5082.32776555906","5431.55645257034","5693.10600444774","","","","","",
"Guinea","GIN","Consumo de energía eléctrica (kWh per cápita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gambia","GMB","Consumo de energía eléctrica (kWh per cápita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea-Bissau","GNB","Consumo de energía eléctrica (kWh per cápita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea Ecuatorial","GNQ","Consumo de energía eléctrica (kWh per cápita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Grecia","GRC","Consumo de energía eléctrica (kWh per cápita)","EG.USE.ELEC.KH.PC","241.726653244076","272.56327361709","305.389304485328","342.114185474004","407.970033003037","475.420080130212","625.286536452429","742.277139522308","802.790144798539","917.612738699001","1023.79149500171","1198.27390580222","1360.95244395423","1547.97478711707","1562.25905270038","1655.77097367933","1802.86564760044","1895.04644099213","2100.96353547242","2180.6071851012","2247.44503632614","2263.76890542534","2270.49088141565","2424.58661224803","2561.69258051976","2666.31770733721","2724.23193925925","2859.12988177203","3097.54435172402","3205.11486299913","3221.40532041842","3253.22068654168","3398.38375791814","3459.42297700426","3598.52379766539","3708.99758789709","3832.66721966669","3989.11610720648","4175.73456633449","4316.32628977323","4586.32987001065","4719.14721713932","4909.63969803033","5091.29242400534","5200.02435386272","5297.20002541112","5434.57646854069","5701.33085359398","5805.19254609269","5627.88370630926","5333.43955553561","5389.33312225532","5534.89715854516","5028.99579406178","5062.60642155232","","","","","",
"Granada","GRD","Consumo de energía eléctrica (kWh per cápita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Groenlandia","GRL","Consumo de energía eléctrica (kWh per cápita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Consumo de energía eléctrica (kWh per cápita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","123.444355131161","142.738364770424","151.063435377111","127.954890479289","169.788674263609","203.030853512681","214.887191241959","220.057577668972","226.914871360843","266.169507307761","223.724846157349","194.969940757227","167.770283353556","172.232541832885","180.745034838764","150.155689364523","171.138222797964","168.099971854928","191.68759464433","205.190762769313","210.609785244709","260.895395091499","246.766828532496","269.986954947645","299.121610967702","261.935578652706","242.761598099878","317.122199776122","365.570814735784","332.189766467143","359.5987555137","364.848193680388","453.874217157589","486.906435428558","486.164507257019","540.439086891798","552.496149555944","540.857288279409","549.921108213531","556.043060412196","550.28693631484","550.265993466894","578.902618927796","601.189731088787","","","","","",
"Guam","GUM","Consumo de energía eléctrica (kWh per cápita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Consumo de energía eléctrica (kWh per cápita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ingreso alto","HIC","Consumo de energía eléctrica (kWh per cápita)","EG.USE.ELEC.KH.PC","2273.63993989104","2388.23427057628","2546.03956935565","2718.9576531745","2913.01455358599","3061.44394469768","3266.85578214833","3457.16985422698","3743.82470302981","4056.56885354006","4398.4751820311","4137.87083593061","4433.66266988707","4735.04501095665","4753.02654162503","4776.31356393734","5072.18302468678","5258.7857124164","5458.32881263731","5629.50834667992","5698.97598811696","5762.33903509144","5661.81128840046","5832.54953436415","6135.91715520849","6311.06927590516","6408.696219998","6677.95370190833","6918.83593449491","7094.19805959039","7190.25346504437","7355.63611594018","7360.09434299688","7460.80459740538","7625.75191559215","7812.07765935802","7986.21040362042","8092.01628290155","8241.42863837338","8387.42817371541","8663.19418250976","8584.52569221408","8735.41130479058","8817.94327510556","8948.84915291198","9112.73168626427","9129.07603389992","9224.42754656466","9186.87542822959","8789.30463327776","9162.13769781216","9050.99032225689","8989.76505394827","8988.96092469431","8928.86981494739","","","","","",
"Hong Kong, Región Administrativa Especial","HKG","Consumo de energía eléctrica (kWh per cápita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","1297.80238795639","1311.96042293142","1416.4466239155","1351.36369866143","1439.39393939394","1610.00442673749","1804.87379191483","1950.72308516336","2003.16449276832","2156.58391104264","2229.61762549678","2361.4778231551","2624.83396007558","2786.45399136701","2918.33143946336","3196.79252796583","3845.35435892841","4072.07335276139","3936.72399845239","4177.92970461916","4401.25173852573","4507.88725109904","4698.69513641756","4835.47072273586","4849.82375205081","4915.70196565923","4968.48658561016","5325.73314791326","5268.14500870355","5446.66166541635","5549.94563841354","5647.89964561617","5713.88245082308","5782.56062504607","5878.44184817707","5882.80760088084","5907.34930526438","5883.03774181494","5950.83754015604","5973.34927820962","5959.89592171503","6031.24431826128","5941.16090208806","6083.2699356802","","","","","",
"Honduras","HND","Consumo de energía eléctrica (kWh per cápita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","126.513380576908","126.990163119905","143.483185690483","148.402919811103","155.712212118723","162.404322169574","181.339616591978","181.602876728372","205.79512338455","210.696360988386","224.365455734752","221.191416238774","231.437554650146","238.275176540244","282.633612704591","279.348039768096","326.272606266459","337.821657532653","331.484690018198","367.888704283068","351.665783742999","328.523505160851","341.835217628909","304.561575502436","353.826422566138","401.374751077014","414.013334107437","443.21865807473","444.729223993618","488.401491274862","495.415224606008","516.649312733746","540.223426502525","538.92974456927","573.402413331036","583.943671048733","634.947630267357","656.061837211211","624.357806466256","617.856150968985","663.980479846465","636.638898439951","643.17627928603","619.836394903786","","","","","",
"Países pobres muy endeudados (PPME)","HPC","Consumo de energía eléctrica (kWh per cápita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","129.657212267383","140.006367539377","139.735351956162","142.470287927444","150.794254707432","156.703341539977","166.659475609355","168.868476932857","168.236379253199","169.910864366751","179.155910425437","185.067188340679","198.345680299864","203.935096940233","209.449569033767","","","","","",
"Croacia","HRV","Consumo de energía eléctrica (kWh per cápita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2966.2776658612","2608.85958735105","2227.79839582781","2218.25498868266","2203.12706899191","2314.70358417586","2405.03987516614","2609.96886383883","2631.43088191327","2778.88763388355","2828.81506218693","2993.27246314926","3191.40973842527","3257.88986798575","3429.35464386935","3582.24607292794","3744.4687147934","3846.67407696643","3990.29631958568","3818.42250070322","3922.31086688238","3900.60136120405","3819.28025348455","3754.26869773614","3714.38298844207","","","","","",
"Haití","HTI","Consumo de energía eléctrica (kWh per cápita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","12.4023003534445","17.1582186213392","20.1275763043534","22.982946653583","29.6393596563562","26.9664721998786","30.5971024543976","34.6038753749756","36.0495033954466","41.2888281114189","48.1521524878208","48.5598945691934","49.5734862488107","49.8814548660812","50.9682950379446","54.1788652722889","52.8801234796209","54.3042157679615","56.6851098654562","58.8242231330662","44.9948019163049","40.3033379497733","28.5496419968719","18.6785086657757","30.2149795797096","33.8518713111603","42.0883491729141","36.943342124707","39.1871338301925","35.7994972947159","35.196465392059","30.6140516212311","28.763708828571","28.296432096245","37.3017136603008","37.668068339721","25.4862180642944","23.7389831422121","35.9255304578076","24.5242841673031","31.2861374689119","46.1421549069206","43.8433166776804","39.0558050576888","","","","","",
"Hungría","HUN","Consumo de energía eléctrica (kWh per cápita)","EG.USE.ELEC.KH.PC","","","","","","1135.00924079628","1219.5130337973","1306.30491306113","1380.09509726921","1467.36639095935","1588.61897617604","1711.30327289886","1827.76555324528","1955.51116246991","2070.19559640872","2148.3749623477","2284.24736408139","2418.56921716325","2611.1806074074","2638.69571358852","2697.75659356695","2738.55640968767","2833.48753705443","2950.6627227205","3103.83437717793","3194.09491081223","3268.31201053867","3424.65721155355","3426.22984390959","3484.35213727825","3426.55110069532","3223.91886941601","3116.01286909168","2995.98658868534","3025.71070991956","3066.52215396218","3162.37487680917","3188.38196757665","3215.67962815234","3321.40662835664","3309.2837106285","3426.72290248436","3545.17075567834","3637.27833175643","3680.16846694408","3771.36461398831","3882.4906641301","3976.51897714548","3988.76769393042","3773.15380662799","3876.49108407051","3898.82314267127","3923.04232446356","3892.11370127125","3965.95823348335","","","","","",
"Sólo BIRF","IBD","Consumo de energía eléctrica (kWh per cápita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","249.849336672559","266.808107612865","284.265950950366","295.247811777848","319.122183074267","338.293234623389","359.404790576486","385.699854555714","409.369313166321","430.638063808444","438.818204199188","453.440577507717","474.062827575339","503.008838310918","525.351908051881","552.797165855184","578.272028548126","606.774173329797","626.502090765898","1022.43003426984","1024.76444968853","1014.59880209029","1012.81180206436","1015.56418234293","1038.7327089568","1065.90628126724","1086.98324365908","1095.82718518301","1116.8709729643","1166.54589369435","1192.96947090167","1246.12070927317","1335.90511907223","1428.46057855305","1512.49055509701","1634.49414264916","1756.68116966605","1812.98211861653","1853.89356183277","2014.2415963337","2160.71668936797","2237.64470544388","2342.69852287469","2406.8330786337","","","","","",
"BIRF y la AIF","IBT","Consumo de energía eléctrica (kWh per cápita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","224.19146282938","239.389913504854","255.063085754788","264.995089869154","285.736332912747","302.216449649212","319.950717539725","342.135621442449","362.563762301133","380.62767024647","387.437579994471","400.754484791413","417.490575156103","440.842005239667","460.884871499977","484.407046091748","505.896184842046","530.152163310974","546.926752703668","897.32965912742","897.989674406972","887.402615489775","882.992983738455","883.586548220748","900.007009698826","921.023868327989","936.633784493089","941.189625109482","958.197622383758","996.131236549879","1017.03028539878","1059.77208836632","1132.08254603576","1207.67620776327","1275.17400026876","1372.91770931377","1468.72604142906","1509.09509020748","1539.30915311023","1667.47963739561","1781.10957893941","1836.48313748071","1916.85148974608","1963.58861702841","","","","","",
"total de la AIF","IDA","Consumo de energía eléctrica (kWh per cápita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","77.6347717185215","83.0002025415644","88.8374928849761","93.3585539828599","97.2841329302949","99.9210975638689","100.467095071327","101.847300793772","106.67687674441","109.756996856628","111.649537695891","120.453392912914","119.234231945768","116.217174776596","127.176345100359","133.510507368535","137.64769916444","143.596594746762","149.126045279914","256.290795071146","255.595019440875","252.866412964514","243.459867381359","241.386926553694","242.10243990656","241.967481809314","239.901989410823","232.487618867179","239.009307732526","243.473646147181","249.036450043552","255.889601025606","263.158821388584","277.593326455543","287.213713892473","297.159008786427","299.101520999984","289.965604803947","292.513591000282","309.953558651677","312.563661499717","310.930146388748","315.639121918871","315.917740452069","","","","","",
"mezcla de la AIF","IDB","Consumo de energía eléctrica (kWh per cápita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","89.8669149428205","98.0214555657212","104.598025327769","108.670792566359","118.976163679211","122.451743823874","122.676605459524","125.978605517466","135.070640294622","138.996036453601","139.633868627815","157.865111880617","160.414775982164","156.54420896694","175.784976673905","184.132244522265","190.979195694591","200.514932097009","209.652401823518","374.539602561392","377.462920661305","373.832731342735","367.253634195902","361.445645944374","359.12639317729","357.202609150415","355.985512146863","341.198706607176","341.376752130732","345.70501509902","345.051642259089","355.848626548599","362.832416348481","376.817578834273","387.861415217982","394.172731357211","391.01573680532","366.589898766108","367.341626991233","376.876028653102","377.061740651163","374.672829916312","383.984542448173","380.798755716023","","","","","",
"Indonesia","IDN","Consumo de energía eléctrica (kWh per cápita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","14.3535623777317","15.8985515080925","15.8212959103512","19.1881774834373","21.4492225774042","18.3328810948964","21.7296197473889","31.7589607239223","38.6848551916711","46.1722612192152","52.2796636441323","61.4301080644875","66.0973978699955","71.4447800539943","79.7599982315695","92.0568115011528","104.354756364637","119.536424987859","137.512580021845","162.523825003844","177.954717764625","194.332809136152","212.851715479352","240.045427162202","263.620966712445","297.201776069129","331.298020180268","331.112577926513","357.021017968257","390.423655668122","411.46790477824","417.495957920405","428.855829160934","474.374361568988","500.650781496815","516.033912728677","546.15346894403","570.060456424974","593.942945311046","635.985276111571","680.281417214821","733.37182682142","773.987469945264","811.906904947585","","","","","",
"Sólo AIF","IDX","Consumo de energía eléctrica (kWh per cápita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","70.3976757953007","74.0926265373421","79.4614703654311","84.2130281958081","84.2691037875855","86.333758413696","86.9990413272386","87.1313656325992","89.2695433600098","91.7465262286425","94.3428909686641","97.2387384917956","93.6045847169535","91.0438466921046","96.7369626780036","101.698531625891","104.008998346055","107.576025937809","110.734074487209","177.02387004465","173.971254608476","172.403430845626","161.25318415764","161.759897351099","166.237844713707","167.186697372521","164.413158219152","161.615640859568","172.130497832019","178.136070519862","187.596793104765","191.868258533198","199.270585747709","213.931317052707","222.548627273663","234.716941699767","239.80973199563","240.404708851393","243.965986935166","266.354923490479","270.359469949288","269.460059767158","271.005839281976","273.390169953356","","","","","",
"Isla de Man","IMN","Consumo de energía eléctrica (kWh per cápita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
